Pmid,Journal,Year,Month,Pmcid
16998584,PLoS clinical trials,2006,9,PMC1569382
1699896,Infection and immunity,1990,11,PMC313700
17009191,Family medicine,2006,10,NA
17009256,Journal of biochemical and molecular toxicology,2006,1,NA
17016725,Parasitology research,2007,2,NA
17017210,Journal of medical entomology,2006,9,NA
17018392,Haematologica,2006,10,NA
17019365,Journal of acquired immune deficiency syndromes (1999),2007,1,NA
17019501,Methods of information in medicine,2006,1,NA
17028081,Vaccine,2007,3,NA
17033875,Bulletin of environmental contamination and toxicology,2006,9,NA
17034686,Tropical doctor,2006,10,NA
17044170,IEEE/ACM transactions on computational biology and bioinformatics,NA,NA,NA
17050820,Journal of clinical microbiology,2006,12,PMC1698424
17053829,PLoS clinical trials,2006,10,PMC1617124
17053830,PLoS clinical trials,2006,10,PMC1617125
1705647,Lancet (London England),1991,3,NA
17061053,Archives of environmental contamination and toxicology,2007,1,NA
17066074,Genes and immunity,2006,12,PMC1991335
1707046,Journal of anatomy,1990,8,PMC1257145
17070625,Vaccine,2007,1,NA
17076908,Malaria journal,2006,11,PMC1634750
1708550,Veterinary immunology and immunopathology,1991,1,NA
1708557,Veterinary immunology and immunopathology,1991,1,NA
17089494,East African medical journal,2006,7,NA
17089495,East African medical journal,2006,7,NA
17089501,East African medical journal,2006,7,NA
17096835,Malaria journal,2006,11,PMC1654174
17099313,Journal of acquired immune deficiency syndromes (1999),2006,12,NA
17101427,Reproductive health matters,2006,11,NA
17103624,Journal of anatomy,1989,8,PMC1256655
1711196,Parasite immunology,1991,3,NA
17112438,Sexual health,2006,12,NA
17113255,Journal of ethnopharmacology,2007,4,NA
17113929,Brain research bulletin,2006,12,NA
1711614,Journal of cardiovascular pharmacology,1991,3,NA
17123013,Bulletin of environmental contamination and toxicology,2006,10,NA
17123651,Preventive veterinary medicine,2007,3,NA
17124529,PLoS clinical trials,2006,11,PMC1851726
17125501,Malaria journal,2006,11,PMC1698490
17131790,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2006,11,NA
17136900,Health and human rights,2005,1,NA
17140144,Annals of anatomy = Anatomischer Anzeiger : official organ of the Anatomische Gesellschaft,2006,11,NA
17141319,Ophthalmology,2007,3,NA
17143412,Anais da Academia Brasileira de Ciencias,2006,12,NA
17145069,Transactions of the Royal Society of Tropical Medicine and Hygiene,2007,1,NA
17147467,PLoS medicine,2006,12,PMC1762059
17147506,AIDS research and human retroviruses,2006,11,NA
17153655,East African medical journal,2006,8,NA
17153659,East African medical journal,2006,8,NA
17153660,East African medical journal,2006,8,NA
17153662,East African medical journal,2006,8,NA
17160492,Archives of environmental contamination and toxicology,2007,2,NA
17163809,Expert opinion on pharmacotherapy,2007,1,NA
17165610,Tropical animal health and production,2006,7,NA
17173674,BMC microbiology,2006,12,PMC1764016
17175033,International journal of pediatric otorhinolaryngology,2007,3,NA
17188943,Infection genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases,2007,3,NA
17191167,The Journal of infectious diseases,2007,1,PMC3394541
17192184,Journal of ethnobiology and ethnomedicine,2006,12,PMC1770906
17194194,PLoS medicine,2006,12,PMC1716191
17195765,Journal of acquired immune deficiency syndromes (1999),2007,4,NA
17197038,Veterinary immunology and immunopathology,2007,2,NA
17201973,Bulletin of entomological research,2006,12,NA
1720394,Experimental parasitology,1991,11,NA
17207158,Tropical medicine & international health : TM & IH,2007,1,NA
17207950,Journal of ethnopharmacology,2007,1,NA
17217404,Journal of veterinary pharmacology and therapeutics,2007,2,NA
17219300,Bulletin of environmental contamination and toxicology,2006,12,NA
17227778,Health policy and planning,2007,3,PMC2653780
17234222,Phytochemistry,2007,3,NA
17234933,Science (New York N.Y.),2007,1,NA
17235019,Journal of animal science,2007,2,NA
17243475,Tropical animal health and production,2006,1,NA
17244646,American journal of physiology. Lung cellular and molecular physiology,2007,1,NA
17249341,Journal of vector ecology : journal of the Society for Vector Ecology,2006,12,NA
17252421,Planta medica,1996,2,NA
17252478,Planta medica,1996,8,NA
17255237,The American journal of tropical medicine and hygiene,2007,1,NA
17258509,Journal of biomedical informatics,2007,8,NA
17265344,Planta medica,1988,12,NA
17265364,Planta medica,1988,12,NA
17273397,The Journal of perinatal education,2004,1,PMC1595210
17275053,Transactions of the Royal Society of Tropical Medicine and Hygiene,2007,6,NA
17283727,The Onderstepoort journal of veterinary research,2006,12,NA
17291333,Immunome research,2007,2,PMC1802067
17294427,American journal of primatology,2007,9,NA
17294916,Journal of medical entomology,2007,1,PMC4106366
17295074,AIDS and behavior,2007,9,NA
17297048,The American journal of tropical medicine and hygiene,2007,2,NA
17298111,African journal of health sciences,2004,1,NA
17298112,African journal of health sciences,2004,1,NA
17298113,African journal of health sciences,2004,1,NA
17298115,African journal of health sciences,2004,1,NA
17298116,African journal of health sciences,2004,1,NA
17298118,African journal of health sciences,2004,1,NA
17298120,African journal of health sciences,2004,1,NA
17298127,African journal of health sciences,NA,NA,NA
17298131,African journal of health sciences,NA,NA,NA
17298139,African journal of health sciences,NA,NA,NA
17298142,African journal of health sciences,NA,NA,NA
17298148,African journal of health sciences,NA,NA,NA
17298154,African journal of health sciences,NA,NA,NA
17298155,African journal of health sciences,NA,NA,NA
17300635,Tropical medicine & international health : TM & IH,2007,2,NA
17302744,Mycoses,2007,1,NA
17304451,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2007,3,PMC2659731
17304624,Journal of basic microbiology,2007,2,NA
17308024,The Veterinary record,2007,2,NA
17308325,Journal of tropical pediatrics,2007,6,NA
17310678,East African medical journal,2006,10,NA
17310684,East African medical journal,2006,10,NA
17310685,East African medical journal,2006,10,NA
1731322,Proceedings of the National Academy of Sciences of the United States of America,1992,1,PMC48269
17313505,Tropical medicine & international health : TM & IH,2007,3,NA
17316502,Annals of tropical medicine and parasitology,2007,3,NA
17320085,Hormones and behavior,2007,3,NA
17324481,Preventive veterinary medicine,2007,6,NA
17331027,AIDS research and human retroviruses,2007,2,PMC3382116
17340270,Planta medica,1984,2,NA
17345490,Planta medica,1986,12,NA
17347177,The Journal of antimicrobial chemotherapy,2007,4,NA
17348737,African journal of health sciences,NA,NA,NA
17348738,African journal of health sciences,NA,NA,NA
17348743,African journal of health sciences,NA,NA,NA
17348744,African journal of health sciences,NA,NA,NA
17348745,African journal of health sciences,NA,NA,NA
17348754,African journal of health sciences,NA,NA,NA
1735072,Cancer,1992,2,NA
17351174,The Veterinary record,2007,3,NA
17356470,Journal of acquired immune deficiency syndromes (1999),2007,7,PMC3380073
17360887,The American journal of tropical medicine and hygiene,2007,3,NA
17361766,Revue scientifique et technique (International Office of Epizootics),2006,12,NA
17362597,Annals of tropical medicine and parasitology,2007,4,NA
17364385,AIDS care,2007,1,NA
17365690,Natural product research,2007,1,NA
17367518,Malaria journal,2007,3,PMC1832199
17373953,Medical and veterinary entomology,2007,3,PMC2705332
17378216,Journal of vector borne diseases,2007,3,PMC2731850
17381153,Journal of natural products,2007,1,NA
17390800,Communications in agricultural and applied biological sciences,2006,1,NA
17391562,The British journal of nutrition,2007,8,NA
1740149,European journal of biochemistry,1992,2,NA
17404820,Journal of chemical ecology,2007,1,NA
17404927,Planta medica,1983,4,NA
17405630,Tropical animal health and production,2006,1,NA
17414931,Journal of acquired immune deficiency syndromes (1999),2007,7,NA
17432869,Journal of agricultural and food chemistry,2007,1,NA
17439437,Child: care health and development,2007,1,NA
17445135,Tropical medicine & international health : TM & IH,2007,1,NA
17445255,Malaria journal,2007,4,PMC1858701
17446148,Economics and human biology,2007,7,NA
17447348,East African medical journal,2006,9,NA
17447350,East African medical journal,2006,9,NA
17447353,East African medical journal,2006,9,NA
17449599,The Journal of nutrition,2007,1,NA
17451285,African journal of health sciences,1996,2,NA
17451286,African journal of health sciences,1996,2,NA
17451291,African journal of health sciences,1996,2,NA
17451292,African journal of health sciences,1996,1,NA
17451293,African journal of health sciences,1996,1,NA
17451297,African journal of health sciences,1996,1,NA
17451299,African journal of health sciences,1996,1,NA
17451301,African journal of health sciences,1996,1,NA
17451302,African journal of health sciences,1996,8,NA
17451303,African journal of health sciences,1996,8,NA
17451306,African journal of health sciences,1996,8,NA
17451307,African journal of health sciences,1996,8,NA
17451312,African journal of health sciences,1996,11,NA
17451313,African journal of health sciences,1996,11,NA
17451319,African journal of health sciences,1996,11,NA
17451320,African journal of health sciences,1996,11,NA
17451321,African journal of health sciences,1996,11,NA
17455450,East African medical journal,2006,11,NA
17466304,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2007,7,NA
17467073,Molecular and biochemical parasitology,2007,7,PMC1906845
17468655,The Pediatric infectious disease journal,2007,1,PMC2654069
1746988,Annals of tropical medicine and parasitology,1991,6,NA
17470293,Malaria journal,2007,4,PMC1868750
17472943,Tree physiology,2007,8,NA
1747621,BMJ (Clinical research ed.),1991,11,PMC1671473
17478642,Qualitative health research,2007,1,NA
1748031,Experimental & applied acarology,1991,9,NA
17483478,Proceedings of the National Academy of Sciences of the United States of America,2007,1,PMC1895957
1748479,Immunology,1991,10,PMC1384610
17486688,Phytotherapy research : PTR,2007,9,NA
17486830,Water science and technology : a journal of the International Association on Water Pollution Research,2007,1,NA
17487435,Bulletin of environmental contamination and toxicology,2007,8,NA
17491777,Community eye health,2005,12,PMC1705690
17491797,Community eye health,2004,1,PMC1705706
17491798,Community eye health,2004,1,PMC1705712
17491807,Community eye health,2004,1,PMC1705723
17491816,Community eye health,2004,10,PMC1705729
17491862,Community eye health,2003,1,PMC1705869
17491939,Community eye health,2001,1,PMC1705942
17491960,Community eye health,2000,1,PMC1705974
17491966,Community eye health,2000,1,PMC1705981
17491982,Community eye health,1999,1,PMC1706007
17491999,Community eye health,1999,1,PMC1706015
17492390,International urogynecology journal and pelvic floor dysfunction,2008,1,NA
17493270,Malaria journal,2007,1,PMC1872028
1750126,Tropical and geographical medicine,NA,NA,NA
17516531,Journal of medical virology,2007,7,NA
17519000,Malaria journal,2007,1,PMC1887534
17519413,JAMA,2007,1,PMC2676709
1752222,East African medical journal,1991,6,NA
1752228,East African medical journal,1991,6,NA
17524243,Annals of tropical medicine and parasitology,2007,6,NA
17524244,Annals of tropical medicine and parasitology,2007,6,NA
17531102,Malaria journal,2007,1,PMC1894801
17531535,Trends in parasitology,2007,7,NA
17531887,Lancet (London England),2007,1,NA
17532467,Ecotoxicology and environmental safety,2008,1,PMC2673497
17535417,Malaria journal,2007,1,PMC1892027
17536935,Microbial drug resistance (Larchmont N.Y.),2007,1,NA
17537660,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,2007,11,NA
17538002,Journal of the International Association of Physicians in AIDS Care (Chicago Ill. : 2002),2007,6,NA
17542113,Food and nutrition bulletin,2006,9,NA
17545712,AIDS (London England),2007,6,NA
1755057,Transactions of the Royal Society of Tropical Medicine and Hygiene,NA,NA,NA
17550643,Annals of tropical medicine and parasitology,2007,7,NA
17551841,Journal of urban health : bulletin of the New York Academy of Medicine,2007,11,PMC2134844
17553103,Journal of anatomy,2007,7,PMC2375791
17556634,The American journal of tropical medicine and hygiene,2007,6,NA
17558336,Journal of acquired immune deficiency syndromes (1999),2007,8,NA
17558370,Neuro endocrinology letters,2007,6,NA
17559638,BMC public health,2007,6,PMC1913509
17562084,International journal of biometeorology,2007,10,NA
17565064,Journal of animal science,2007,10,NA
1756703,East African medical journal,1991,7,NA
1756704,East African medical journal,1991,7,NA
1756705,East African medical journal,1991,7,NA
1756706,East African medical journal,1991,7,NA
17570392,Journal of insect physiology,2007,7,NA
17572031,Journal of ethnopharmacology,2007,7,NA
17572368,Acta tropica,2007,6,NA
1758012,The Journal of tropical medicine and hygiene,1991,12,NA
17580987,African journal of health sciences,1998,2,NA
17580988,African journal of health sciences,1998,2,NA
17580989,African journal of health sciences,1998,2,NA
17580991,African journal of health sciences,1998,2,NA
17580993,African journal of health sciences,1998,2,NA
17580995,African journal of health sciences,1998,1,NA
17580996,African journal of health sciences,1998,1,NA
17581008,African journal of health sciences,NA,NA,NA
17581011,African journal of health sciences,NA,NA,NA
17581012,African journal of health sciences,NA,NA,NA
17581013,African journal of health sciences,NA,NA,NA
17581015,African journal of health sciences,NA,NA,NA
17581017,African journal of health sciences,NA,NA,NA
17581033,African journal of health sciences,NA,NA,NA
17581035,African journal of health sciences,NA,NA,NA
17583971,African journal of health sciences,NA,NA,NA
17583974,African journal of health sciences,NA,NA,NA
17589374,Journal of acquired immune deficiency syndromes (1999),2007,8,NA
1759339,The Veterinary record,1991,10,NA
17594281,African health sciences,2007,6,PMC1925268
17594513,Bioscience reports,2007,10,NA
17598301,Bulletin of entomological research,2002,12,NA
17598665,East African medical journal,2007,2,NA
17598667,East African medical journal,2007,2,NA
17598668,East African medical journal,2007,2,NA
17598670,East African medical journal,2007,2,NA
17598897,Malaria journal,2007,6,PMC1920526
17599780,Epidemiology and infection,2008,1,PMC2870854
17600978,East African medical journal,2007,3,NA
17600979,East African medical journal,2007,3,NA
17600980,East African medical journal,2007,3,NA
17600982,East African medical journal,2007,3,NA
17600984,East African medical journal,2007,3,NA
17601005,SAHARA J : journal of Social Aspects of HIV/AIDS Research Alliance,2004,11,NA
17601685,Fitoterapia,2007,12,NA
17604514,African health sciences,2006,12,PMC1832065
17608301,Journal of child neurology,2007,1,NA
17608561,PLoS medicine,2007,7,PMC1904464
17609057,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2007,7,NA
17618664,Toxicon : official journal of the International Society on Toxinology,2007,9,NA
17626474,Ambio,2007,6,NA
17633579,East African medical journal,2007,1,NA
17633580,East African medical journal,2007,1,NA
17633581,East African medical journal,2007,1,NA
17633583,East African medical journal,2007,1,NA
17633584,East African medical journal,2007,1,NA
17633585,East African medical journal,2007,1,NA
17635501,British journal of clinical pharmacology,2008,1,PMC2291276
1763797,The American journal of tropical medicine and hygiene,1991,12,NA
17639223,Bulletin of the World Health Organization,2007,1,PMC2636651
17645815,Bulletin of entomological research,2007,8,NA
17647184,Education for health (Abingdon England),2007,1,NA
1764899,Community dentistry and oral epidemiology,1991,12,NA
1764945,Contraception,1991,9,NA
17650035,African journal of health sciences,NA,NA,NA
17650036,African journal of health sciences,NA,NA,NA
17650040,African journal of health sciences,NA,NA,NA
17650042,African journal of health sciences,NA,NA,NA
17650044,African journal of health sciences,NA,NA,NA
17650046,African journal of health sciences,NA,NA,NA
17650047,African journal of health sciences,NA,NA,NA
17650048,African journal of health sciences,NA,NA,NA
17650049,African journal of health sciences,NA,NA,NA
17650050,African journal of health sciences,NA,NA,NA
1765012,East African medical journal,1991,8,NA
1765016,East African medical journal,1991,8,NA
1765017,East African medical journal,1991,8,NA
17652071,Philosophical transactions of the Royal Society of London. Series B Biological sciences,2008,2,PMC2610173
17658081,Food and nutrition bulletin,2007,6,NA
17658566,Transactions of the Royal Society of Tropical Medicine and Hygiene,2007,10,PMC2673057
17664663,Journal of radiological protection : official journal of the Society for Radiological Protection,2007,6,NA
17667334,Journal of acquired immune deficiency syndromes (1999),2007,10,PMC3372412
17679769,Journal of veterinary science,2007,9,PMC2868129
17683604,Malaria journal,2007,8,PMC1952069
17685208,East African medical journal,2006,12,NA
17685209,East African medical journal,2006,12,NA
17685210,East African medical journal,2006,12,NA
17685211,East African medical journal,2006,12,NA
17685214,East African medical journal,2006,12,NA
17688686,BMC public health,2007,8,PMC1988819
1768890,Medical and veterinary entomology,1991,1,NA
1768899,Medical and veterinary entomology,1991,1,NA
1768902,Medical and veterinary entomology,1991,1,NA
1768903,Medical and veterinary entomology,1991,1,NA
1768904,Medical and veterinary entomology,1991,1,NA
1768909,Medical and veterinary entomology,1991,4,NA
17690396,The American journal of tropical medicine and hygiene,2007,8,NA
17691544,Tropical animal health and production,2007,4,NA
17696233,World journal of gastroenterology,2007,8,PMC4205316
17697090,Tropical medicine & international health : TM & IH,2007,8,NA
17698937,Statistical methods in medical research,2008,4,NA
17699645,Journal of clinical microbiology,2007,10,PMC2045369
1770515,Journal of medical entomology,1991,11,NA
17708149,The Onderstepoort journal of veterinary research,2007,3,NA
17708352,In vivo (Athens Greece),NA,NA,NA
17710125,PloS one,2007,8,PMC1940326
17711580,Malaria journal,2007,8,PMC2034389
17713980,PLoS medicine,2007,8,PMC1949845
17713981,PLoS medicine,2007,8,PMC1949846
17716513,Tropical doctor,2007,7,NA
17722866,Journal of vector borne diseases,2007,6,PMC2705333
17725826,BMC public health,2007,8,PMC2000892
1773676,Experimental & applied acarology,1991,10,NA
1773679,Experimental & applied acarology,1991,10,NA
1774264,Journal of clinical microbiology,1991,11,PMC270375
17765860,Acta tropica,NA,NA,NA
1776711,Animal genetics,1991,1,NA
17768499,Bulletin of the World Health Organization,2007,7,PMC2636374
1777792,The British veterinary journal,NA,NA,NA
17785859,Journal of immunology (Baltimore Md. : 1950),2007,9,PMC2658805
1781000,Transactions of the Royal Society of Tropical Medicine and Hygiene,NA,NA,NA
17827703,Bioscience biotechnology and biochemistry,2007,9,NA
17853168,The European journal of contraception & reproductive health care : the official journal of the European Society of Contraception,2007,12,NA
17875107,Journal of clinical pharmacy and therapeutics,2007,10,PMC2653781
17886423,East African medical journal,2007,7,NA
17886424,East African medical journal,2007,7,NA
17886429,East African medical journal,2007,7,NA
17889242,Lancet (London England),2007,9,PMC2117339
17892194,East African medical journal,2007,1,NA
17892196,East African medical journal,2007,1,NA
17892198,East African medical journal,2007,1,NA
17894248,East African medical journal,2007,4,NA
17894249,East African medical journal,2007,4,NA
17894255,East African medical journal,2007,4,NA
17900585,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2008,1,NA
17903098,Breastfeeding medicine : the official journal of the Academy of Breastfeeding Medicine,2007,9,PMC3381953
17904318,Journal of ethnopharmacology,2007,12,NA
1790673,Comparative biochemistry and physiology. B Comparative biochemistry,1991,1,NA
1790674,Comparative biochemistry and physiology. B Comparative biochemistry,1991,1,NA
17908811,Infection and immunity,2007,12,PMC2168322
17911229,Journal of animal science,2007,11,NA
17915267,Transactions of the Royal Society of Tropical Medicine and Hygiene,2008,1,NA
17915505,Journal of medical entomology,2007,9,NA
17919201,International journal of dermatology,2007,10,NA
1792229,Parasitology research,1991,1,NA
1792679,Studies in family planning,NA,NA,NA
17928808,European journal of clinical nutrition,2009,2,NA
17935732,Journal of insect physiology,2008,1,NA
17940949,The Journal of infectious diseases,2007,11,NA
17941486,Tropical animal health and production,2007,1,NA
17942704,Proceedings of the National Academy of Sciences of the United States of America,2007,10,PMC2040447
17943221,Bulletin of environmental contamination and toxicology,2007,11,NA
17943224,Bulletin of environmental contamination and toxicology,2007,12,NA
17943556,Journal of Asian natural products research,NA,NA,NA
17945537,Clinical immunology (Orlando Fla.),2008,2,PMC2257984
17948297,Clinical anatomy (New York N.Y.),2007,11,NA
17950960,Vaccine,2007,11,PMC2702749
17951110,Trends in parasitology,2007,11,NA
17954683,Annals of the New York Academy of Sciences,2008,1,NA
17955006,Journal of public health policy,2007,12,NA
17958990,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2007,11,NA
1796242,Tropical medicine and parasitology : official organ of Deutsche Tropenmedizinische Gesellschaft and of Deutsche Gesellschaft fur Technische Zusammenarbeit (GTZ),1991,12,NA
1796525,Tropical animal health and production,1991,11,NA
17967143,Health communication,2007,1,NA
1796864,Annals of tropical medicine and parasitology,1991,4,NA
1796878,Annals of tropical medicine and parasitology,1991,8,NA
17969710,Tropical animal health and production,2007,10,NA
17969711,Tropical animal health and production,2007,10,NA
17969712,Tropical animal health and production,2007,10,NA
17970002,East African medical journal,2007,8,NA
17970003,East African medical journal,2007,8,NA
17970004,East African medical journal,2007,8,NA
17970007,East African medical journal,2007,8,NA
17970009,East African medical journal,2007,8,NA
17971117,Journal of anatomy,2007,12,PMC2375846
1797534,East African medical journal,1991,9,NA
1797537,East African medical journal,1991,9,NA
1797538,East African medical journal,1991,9,NA
17976041,Journal of medical primatology,2007,12,NA
17977564,Marine pollution bulletin,2007,12,NA
17978067,The American journal of tropical medicine and hygiene,2007,10,NA
1797824,Journal of chromatography,1991,9,NA
17983665,Veterinary immunology and immunopathology,2008,2,NA
17985577,Journal of the Egyptian Society of Parasitology,2007,8,NA
17991686,Sexually transmitted infections,2008,2,NA
17994373,Hemoglobin,2007,1,NA
17996116,Malaria journal,2007,11,PMC2204020
17996412,Journal of ethnopharmacology,2008,1,NA
1800079,East African medical journal,1991,11,NA
1800080,East African medical journal,1991,11,NA
1800087,East African medical journal,1991,11,NA
1800098,East African medical journal,1991,12,NA
18005422,Malaria journal,2007,11,PMC2194691
18005511,International journal of STD & AIDS,2007,11,NA
18006525,Health policy and planning,2007,11,NA
18008255,The Journal of infectious diseases,2007,12,NA
1801345,Transactions of the Royal Society of Tropical Medicine and Hygiene,NA,NA,NA
18018931,Lakartidningen,NA,NA,NA
18025888,AIDS (London England),2007,11,NA
18030279,Neuro endocrinology letters,2007,11,NA
18038278,Culture health & sexuality,2008,1,NA
1803850,Acta odontologica Scandinavica,1991,10,NA
18047189,Journal of medical entomology,2007,11,PMC2705338
1805217,Parasitology research,1991,1,NA
18053226,Journal of medical case reports,2007,12,PMC2225419
18054383,Placenta,2008,2,NA
18057984,World journal of surgery,2008,2,NA
18065175,Journal of ethnopharmacology,2008,1,NA
18067489,Vox sanguinis,2008,2,PMC2607521
18068136,Acta tropica,2008,1,NA
18070892,Infection and immunity,2008,2,PMC2223472
18071612,SAHARA J : journal of Social Aspects of HIV/AIDS Research Alliance,2007,8,NA
18074964,East African medical journal,2007,9,NA
18076560,Tropical medicine & international health : TM & IH,2007,12,NA
18076778,Bulletin of entomological research,2008,2,NA
18090401,AIDS (London England),2008,1,NA
18096647,Sexually transmitted infections,2008,4,NA
1812605,Tropical and geographical medicine,1991,10,NA
1813300,East African medical journal,1991,10,NA
18154197,East African medical journal,2007,9,NA
18154198,East African medical journal,2007,9,NA
18154199,East African medical journal,2007,9,NA
18154200,East African medical journal,2007,9,NA
18154201,East African medical journal,2007,9,NA
18154202,East African medical journal,2007,9,NA
18162940,The Pediatric infectious disease journal,2008,1,PMC2382474
18165469,The American journal of tropical medicine and hygiene,2007,12,PMC2669774
18165471,The American journal of tropical medicine and hygiene,2007,12,NA
18165501,The American journal of tropical medicine and hygiene,2007,12,NA
18171213,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2008,1,PMC2358944
18180121,Journal of ethnopharmacology,2008,3,NA
18180543,International journal of environmental research and public health,2007,12,PMC3732403
18187788,The American journal of tropical medicine and hygiene,2008,1,NA
18188441,World psychiatry : official journal of the World Psychiatric Association (WPA),2007,10,PMC2174593
18190483,International journal of nursing practice,2008,2,NA
18198004,Journal of biosocial science,2008,9,NA
18202950,Avian pathology : journal of the W.V.P.A,2008,2,NA
18205047,Journal of immigrant and minority health,2009,4,NA
1820769,Journal of clinical periodontology,1991,10,NA
1821158,Indian journal of dental research : official publication of Indian Society for Dental Research,NA,NA,NA
18215481,Journal of ethnopharmacology,2008,3,NA
18217867,Journal of travel medicine,NA,NA,NA
18232265,East African medical journal,2007,10,NA
18232266,East African medical journal,2007,10,NA
18232267,East African medical journal,2007,10,NA
18232271,East African medical journal,2007,10,NA
18234452,Fitoterapia,2008,4,NA
18237045,Journal of the South African Veterinary Association,2007,9,NA
18240512,Journal of the American Mosquito Control Association,2007,12,NA
18241235,Conservation biology : the journal of the Society for Conservation Biology,2008,4,NA
18243277,The Science of the total environment,2008,4,NA
18248771,The Lancet. Neurology,2008,2,PMC2258310
18249012,Seizure,2008,7,PMC3428880
18250175,Infection and immunity,2008,4,PMC2292852
18252000,Malaria journal,2008,2,PMC2266770
18254466,East African medical journal,2007,6,NA
18254469,East African medical journal,2007,6,NA
18254472,East African medical journal,2007,6,NA
18254473,East African medical journal,2007,6,NA
18256441,The American journal of tropical medicine and hygiene,2008,2,NA
18257986,Emerging infectious diseases,2007,10,PMC2851538
18259776,Parasitology research,2008,1,PMC2292483
18261215,BMC pediatrics,2008,2,PMC2270816
18265777,International dental journal,2007,12,NA
18265875,PLoS neglected tropical diseases,2008,2,PMC2238708
18268090,Antimicrobial agents and chemotherapy,2008,4,PMC2292568
1826981,Veterinary immunology and immunopathology,1991,1,NA
18270586,PloS one,2008,2,PMC2229665
18274285,Zeitschrift fur Naturforschung. C Journal of biosciences,NA,NA,NA
18275646,International journal of STD & AIDS,2008,1,NA
18280901,Clinics in dermatology,NA,NA,NA
18281354,Journal of human lactation : official journal of International Lactation Consultant Association,2008,2,NA
18284723,Environmental entomology,2007,10,NA
18287375,The Journal of nutrition,2008,3,NA
18288493,Oecologia,2008,1,NA
18291008,Tropical medicine & international health : TM & IH,2008,1,PMC2592474
18293127,AIDS care,2008,2,NA
18293603,Revue scientifique et technique (International Office of Epizootics),2007,12,NA
18297171,Bulletin of the World Health Organization,2008,2,PMC2647375
18297380,Maternal and child health journal,2009,1,NA
18298605,Tropical medicine & international health : TM & IH,2008,4,PMC2669168
18302825,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2008,3,NA
18303744,East African medical journal,2007,11,NA
18303746,East African medical journal,2007,11,NA
18303939,PLoS medicine,2008,2,PMC2253602
18304267,Tropical medicine & international health : TM & IH,2008,2,PMC2607535
18305129,Journal of clinical microbiology,2008,1,PMC2395083
18307654,Journal of psychiatric and mental health nursing,2008,4,NA
18312473,Tropical medicine & international health : TM & IH,2008,4,PMC2660514
18312667,Malaria journal,2008,2,PMC2291060
18316390,Infection and immunity,2008,1,PMC2346713
18317566,Molecular medicine (Cambridge Mass.),NA,NA,PMC2258160
18318594,PLoS medicine,2008,3,PMC2267809
18320131,Bulletin of environmental contamination and toxicology,2008,4,NA
18326173,Journal of food protection,2008,2,NA
18330442,Community eye health,2007,12,PMC2206322
18331630,Population health metrics,2008,3,PMC2292687
18332656,Current opinion in psychiatry,2008,3,NA
18337355,The American journal of tropical medicine and hygiene,2008,3,NA
18338722,East African medical journal,2007,11,NA
18338723,East African medical journal,2007,11,NA
18338724,East African medical journal,2007,11,NA
18338725,East African medical journal,2007,11,NA
18338726,East African medical journal,2007,11,NA
18338727,East African medical journal,2007,11,NA
18338729,East African medical journal,2007,11,NA
18345288,HPB : the official journal of the International Hepato Pancreato Biliary Association,2007,1,PMC2215354
18349338,Academic psychiatry : the journal of the American Association of Directors of Psychiatric Residency Training and the Association for Academic Psychiatry,NA,NA,NA
18351477,AIDS care,2008,3,NA
18360315,Sexually transmitted diseases,2008,1,NA
18360318,Sexually transmitted diseases,2008,4,NA
18362046,Social science & medicine (1982),2008,9,PMC2682177
18363584,Tropical medicine & international health : TM & IH,2008,6,NA
18367583,Clinical and vaccine immunology : CVI,2008,6,PMC2446627
18371269,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2008,4,NA
18375028,Social science & medicine (1982),2008,9,PMC2682178
18375645,Sexually transmitted infections,2008,10,PMC3895478
18377654,Journal of medical case reports,2008,3,PMC2329656
1838138,Molecular and biochemical parasitology,1991,9,NA
18382741,The Journal of clinical investigation,2008,4,PMC2276784
18384479,Tropical medicine & international health : TM & IH,2008,7,NA
18386487,Zeitschrift fur Naturforschung. C Journal of biosciences,NA,NA,NA
18387849,The Lancet. Infectious diseases,2008,6,PMC2653619
18389376,Journal of urban health : bulletin of the New York Academy of Medicine,2008,1,PMC2329740
18394826,Gene,2008,1,NA
18402306,East African medical journal,2007,12,NA
18402308,East African medical journal,2007,12,NA
18402309,East African medical journal,2007,12,NA
18402311,East African medical journal,2007,12,NA
18402312,East African medical journal,2007,12,NA
18402313,East African medical journal,2007,12,NA
18403077,Social science & medicine (1982),2008,9,PMC2656129
18403079,Social science & medicine (1982),2008,9,NA
