PMID	DOI	PMCID
16112623	10.1016/j.jchromb.2005.07.040	NA
16119758	10.4314/eamj.v82i5.9318	NA
16119759	10.4314/eamj.v82i5.9319	NA
16122072	10.4314/eamj.v82i3.9266	NA
16122073	10.4314/eamj.v82i3.9267	NA
16122074	10.4314/eamj.v82i3.9268	NA
16122077	10.4314/eamj.v82i3.9271	NA
16122078	10.4314/eamj.v82i3.9272	NA
16122082	10.4314/eamj.v82i4.9275	NA
16122083	10.4314/eamj.v82i4.9276	NA
16122087	NA	NA
16122090	10.4314/eamj.v82i4.9283	NA
16122093	10.4314/eamj.v82i2.9256	NA
16122096	10.4314/eamj.v82i2.9259	NA
16122107	10.4314/eamj.v82i1.9289	NA
16122108	10.4314/eamj.v82i1.9290	NA
16126805	10.1093/tropej/fmi082	NA
16127035	10.1128/AAC.49.9.3652-3657.2005	PMC1195384
16130467	10.1111/j.1439-0388.2005.00499.x	NA
1613181	10.1177/00220345920710060801	NA
16138849	10.1111/j.1365-3024.2005.00783.x	NA
1615623	10.1016/0304-4017(92)90108-l	NA
1615634	10.1016/0378-1135(92)90137-i	NA
16164011	10.1079/ahr2005099	NA
16167675	10.4314/eamj.v81i6.9177	NA
16167679	10.4314/eamj.v81i6.9181	NA
16167680	10.4314/eamj.v81i6.9182	NA
16167682	10.4314/eamj.v81i6.9184	NA
16167706	NA	NA
16167709	NA	NA
16167712	NA	NA
16167713	NA	NA
16167715	NA	NA
16167717	10.4314/eamj.v80i2.8647	NA
16167721	10.4314/eamj.v80i2.8651	NA
16167723	10.4314/eamj.v80i2.8653	NA
16167724	NA	NA
16167738	10.4314/eamj.v80i5.8693	NA
16167742	10.4314/eamj.v80i5.8697	NA
16167743	10.4314/eamj.v80i5.8698	NA
16167751	10.4314/eamj.v80i7.8719	NA
16167757	10.4314/eamj.v80i7.8725	NA
16174532	10.1016/j.placenta.2005.07.003	NA
16175776	10.4314/eamj.v82i6.9296	NA
16175777	10.4314/eamj.v82i6.9297	NA
16175779	10.4314/eamj.v82i6.9299	NA
16175781	10.4314/eamj.v82i6.9301	NA
16175782	10.4314/eamj.v82i6.9302	NA
16175783	10.4314/eamj.v82i6.9303	NA
16175785	10.4314/eamj.v82i6.9305	NA
16175786	10.4314/eamj.v82i6.9306	NA
16186131	10.1093/nar/gki818	PMC1236717
16194523	10.1186/1297-9686-37-3-175	PMC2697229
16195289	10.1136/bmj.331.7519.734	PMC1239975
16198524	10.1016/j.jep.2005.08.053	NA
16198525	10.1016/j.jep.2005.08.016	NA
16199384	10.1080/10810730591009817	NA
16210483	10.1128/CDLI.12.10.1195-1201.2005	PMC1247825
16214191	10.1016/j.trstmh.2005.06.001	NA
16218806	10.1089/aid.2005.21.810	NA
16225898	10.1016/j.trstmh.2005.06.026	NA
16227994	10.1038/ng1660	PMC3521056
16229773	10.3201/eid1109.041131	PMC3310610
16248218	10.1007/s11250-005-2173-2	NA
16248222	10.1007/s11250-005-7049-y	NA
16249710	10.1097/01.qai.0000160712.86580.ff	NA
16257025	10.1016/j.trstmh.2005.07.010	PMC2719867
16258963	10.1002/dvdy.20627	NA
16261917	10.4314/eamj.v82i8.9325	NA
16261918	10.4314/eamj.v82i8.9326	NA
16261919	10.4314/eamj.v82i8.9327	NA
16261920	10.4314/eamj.v82i8.9328	NA
16261923	10.4314/eamj.v82i8.9331	NA
16262736	10.1111/j.1365-3156.2005.01496.x	NA
16262738	10.1111/j.1365-3156.2005.01497.x	NA
16263438	10.1053/prrv.2000.0008	NA
16273411	10.1007/s00404-005-0081-3	NA
16274737	10.1016/j.ygyno.2005.10.006	NA
16277654	10.1186/1475-2875-4-54	PMC1308855
16282296	NA	NA
1628545	NA	NA
1628553	NA	NA
16288410	10.1086/498156	PMC2727463
16289157	10.1016/j.rvsc.2005.09.012	NA
16289602	10.1016/j.jep.2005.09.011	NA
16297841	10.1016/S1474-4422(05)70247-7	NA
16303258	10.1016/j.gene.2005.08.011	NA
16304585	10.1038/sj.eye.6701962	NA
16313694	10.1079/pns2005468	NA
16318698	10.3201/eid1110.050106	PMC3366738
16326798	10.1136/adc.2005.077784	PMC2082712
16332132	10.1021/jf051373s	NA
16336288	10.1111/j.1365-2710.2005.00685.x	PMC3521059
16336645	10.1186/1475-2875-4-57	PMC1326205
16336699	10.1079/ber2005381	NA
1634253	NA	PMC1421522
16343181	10.1111/j.1525-1438.2005.00261.x	NA
16354829	NA	NA
16358509	NA	NA
16369289	NA	PMC1681677
16369445	NA	PMC1681573
16388879	10.1016/j.vaccine.2005.11.037	NA
16404497	10.1007/s10067-005-0154-5	NA
16406684	10.1016/j.parint.2005.11.029	NA
16407345	NA	NA
16407346	NA	NA
16407348	NA	NA
16413858	10.1016/S0140-6736(06)67939-7	NA
16419263	NA	NA
16420252	10.1111/j.1468-1293.2006.00341.x	NA
16420262	10.1111/j.1439-0388.2006.00558.x	NA
16425489	10.1111/j.1467-8519.2005.00463.x	NA
16436216	10.1186/1475-2875-5-5	PMC1363723
16438676	10.1111/j.1365-3024.2006.00808.x	NA
1644028	NA	NA
1644031	NA	NA
1644032	NA	NA
1644041	NA	NA
1644045	NA	NA
16441906	10.1079/ber2005401	NA
16442537	10.1016/j.ijpara.2005.10.013	NA
16450675	10.4314/eamj.v82i10.9343	NA
16450676	10.4314/eamj.v82i10.9346	NA
16450677	10.4314/eamj.v82i10.9347	NA
16450678	10.4314/eamj.v82i10.9348	NA
16450679	10.4314/eamj.v82i10.9349	NA
16450680	10.4314/eamj.v82i10.9350	NA
16450681	10.4314/eamj.v82i10.9351	NA
16450682	10.4314/eamj.v82i10.9352	NA
16450684	10.4314/eamj.v82i10.9354	NA
16451343	10.1111/j.1365-3156.2005.01555.x	PMC2912494
16451716	10.1186/1746-4269-2-8	PMC1397805
16451723	10.1186/1746-4269-2-7	PMC1409767
16457724	10.1186/1475-2875-5-9	PMC1409792
16457769	10.1016/j.actatropica.2006.01.005	NA
16463747	10.4314/eamj.v82i11.9407	NA
16463750	10.4314/eamj.v82i11.9411	NA
16463753	10.4314/eamj.v82i11.9414	NA
16463754	10.4314/eamj.v82i11.9415	NA
16463755	10.4314/eamj.v82i11.9416	NA
16465255	10.1038/sj.cdd.4400253	NA
16465737	10.1093/jmedent/42.6.974	NA
16465740	10.1093/jmedent/42.6.993	NA
16473125	10.1016/S0140-6736(06)68180-4	NA
16474068	NA	PMC3130129
16480523	10.1186/1475-2875-5-13	PMC1420309
16483423	10.1258/004947506775598725	NA
16483619	10.1016/j.phytochem.2006.01.002	NA
16490968	10.1159/000089192	NA
16491301	10.1007/s10096-006-0092-4	NA
16491458	10.1055/s-2005-873200	NA
16492357	10.1179/136485906X91459	NA
16492605	10.1080/02640410500189033	NA
16492712	10.1093/ije/dyl023	NA
16492763	10.1073/pnas.0511273103	PMC1413922
16503469	10.1016/S0140-6736(06)68269-X	NA
16503770	10.1089/jop.2006.22.10	NA
16511385	10.1097/01.inf.0000202066.02212.ff	NA
16511422	10.1097/01.aids.0000200533.56490.b7	NA
16512063	NA	NA
1651581	10.1016/0378-1135(91)90088-w	NA
16524603	10.1016/j.phytochem.2006.01.005	NA
16525094	NA	NA
16530996	10.1016/j.jep.2006.01.017	NA
16543193	10.1080/10256010500384739	NA
16547451	10.1097/01.olq.0000200551.07573.df	NA
16551482	10.1016/j.prevetmed.2006.01.016	NA
16551548	10.1016/j.ibmb.2006.01.010	NA
16553922	10.1111/j.1365-3156.2006.01579.x	NA
16553926	10.1111/j.1365-3156.2006.01587.x	NA
16562730	10.4102/ojvr.v72i4.183	NA
16563386	10.1016/j.exppara.2006.01.014	NA
16563632	10.1016/j.vetpar.2006.02.006	NA
16563851	10.1016/j.healthplace.2006.01.004	NA
16575727	10.1086/501459	NA
16581755	10.1136/sti.2005.015990	PMC2593069
16582116	10.1097/01.AOG.0000207597.70524.e8	NA
16585646	10.1099/jmm.0.46375-0	NA
16596354	10.1007/s10493-006-0002-6	NA
16600240	10.1016/j.ijpara.2006.01.008	NA
16603057	10.1186/1742-6405-3-11	PMC1468418
16605300	10.1371/journal.pmed.0030158	PMC1435778
16606466	10.1186/1472-6947-6-21	PMC1482308
16606986	NA	NA
16608498	10.1111/j.1365-2915.2006.00609.x	PMC1450340
16611313	10.1111/j.1365-2141.2006.06006.x	PMC4394356
16611436	10.1258/004947506776593495	NA
16615820	10.5555/afhs.2006.6.1.3	PMC1831957
16615844	10.5555/afhs.2005.5.4.322	PMC1831955
16617066	10.1093/jac/dkl104	NA
16619599	10.1603/0022-2585(2006)043[0200:pdomvi]2.0.co;2	NA
16619602	10.1603/0022-2585(2006)043[0221:eolcap]2.0.co;2	NA
16619615	10.1603/0022-2585(2006)043[0301:gpldnr]2.0.co;2	NA
16619688	10.4314/eamj.v82i9.9384	NA
16619689	10.4314/eamj.v82i9.9385	NA
16619703	10.4314/eamj.v82i12.9364	NA
16619704	10.4314/eamj.v82i12.9365	NA
16619707	10.4314/eamj.v82i12.9368	NA
16619710	10.4314/eamj.v82i12.9371	NA
16619711	10.4314/eamj.v82i12.9372	NA
16619712	10.4314/eamj.v82i12.9373	NA
16619713	10.4314/eamj.v82i12.9374	NA
16619717	10.4314/eamj.v82i9.9334	NA
16619718	10.4314/eamj.v82i9.9335	NA
16619720	10.4314/eamj.v82i9.9338	NA
16619721	10.4314/eamj.v82i9.9337	NA
16619722	10.4314/eamj.v82i9.9339	NA
16619723	10.4314/eamj.v82i9.9340	NA
16619724	10.4314/eamj.v82i9.9341	NA
16619728	10.4314/eamj.v82i12.9377	NA
16619729	10.4314/eamj.v82i12.9378	NA
16619730	10.4314/eamj.v82i12.9379	NA
16619731	10.4314/eamj.v82i12.9380	NA
16619732	10.4314/eamj.v82i12.9381	NA
16619733	10.4314/eamj.v82i12.9382	NA
16619734	10.4314/eamj.v82i12.9383	NA
16619741	10.1177/156482650202300408	NA
16619880	10.1007/s11250-005-4253-8	NA
16621181	10.1016/j.vaccine.2006.03.029	NA
16623186	NA	NA
16630392	10.1179/136485906X105525	NA
16633451	NA	PMC1414661
16633455	NA	PMC1414665
16633506	NA	PMC1414723
16641065	10.1080/13691050600665006	NA
16642744	10.4314/eamj.v83i1.9345	NA
16642749	10.4314/eamj.v83i1.9359	NA
16642752	10.4314/eamj.v83i1.9362	NA
16645344	10.4142/jvs.2006.7.2.177	PMC3242111
1667521	NA	NA
16675308	10.1016/j.meegid.2006.03.002	NA
16676416	10.1016/j.pt.2003.12.005	NA
16678182	10.1016/j.ijpara.2006.02.012	NA
16681747	10.1111/j.1525-1438.2006.00391.x	NA
16682478	10.1128/CVI.13.5.568-574.2006	PMC1459646
16687679	NA	NA
1669907	NA	NA
1669915	NA	NA
1669919	NA	NA
16700472	10.4102/jsava.v77i1.335	NA
16704033	NA	NA
16707013	10.1186/1471-2458-6-132	PMC1475578
16708876	NA	NA
16708877	NA	NA
16708882	10.4314/eamj.v83i2.9396	NA
16708883	10.4314/eamj.v83i2.9397	NA
1671022	10.1016/0020-7292(91)90539-h	NA
1671363	10.1016/0020-7292(91)90223-r	NA
1671434	10.1016/0140-6736(91)91176-u	NA
1671624	10.1016/0001-706x(91)90050-t	NA
16716303	10.1016/j.exppara.2006.04.003	NA
1671941	10.1016/0140-6736(91)91638-b	NA
16725262	10.1016/j.vetpar.2006.04.021	NA
16726476	10.1016/0093-691x(88)90183-5	NA
16726702	10.1016/0093-691x(89)90276-8	NA
16727037	10.1016/0093-691x(91)90405-3	NA
16727380	10.1016/0093-691x(93)90366-d	NA
16727912	10.1016/0093-691x(96)00166-5	NA
16727949	10.1016/s0093-691x(96)00243-9	NA
16739023	10.1007/s10886-006-9045-8	NA
16739510	10.1177/10253823050120030118	NA
1674402	10.1016/0001-706x(91)90016-d	NA
1674480	10.1016/0020-7292(91)90601-z	NA
16756645	10.1186/1475-2875-5-46	PMC1501029
16757009	10.1016/j.trstmh.2006.02.012	PMC2665701
16757994	NA	PMC1472262
1676073	10.1093/jmedent/28.2.293	NA
16762085	10.1017/S0021932005001057	NA
16762109	10.1179/136485906X105633	NA
16765763	10.1016/S0140-6736(06)68849-1	NA
16766003	10.1016/j.phytochem.2006.04.007	NA
16768814	10.1079/ber2006421	NA
16771102	10.4314/eamj.v83i3.9400	NA
16771104	10.4314/eamj.v83i3.9402	NA
16771106	10.4314/eamj.v83i3.9404	NA
16771108	10.4314/eamj.v83i3.9406	NA
16779658	10.1007/s10461-006-9091-9	NA
1678573	10.1016/0001-706x(91)90027-h	NA
16797741	10.1016/j.molbiopara.2006.05.007	NA
16798372	10.1016/S0140-6736(06)68903-4	NA
16802615	10.1007/0-387-33026-7_2	NA
1680277	10.1016/0001-706x(91)90058-r	NA
16806029	10.1016/j.actatropica.2005.11.011	NA
16813016	NA	NA
16815730	10.1016/j.healthplace.2006.05.009	NA
16815736	10.1016/j.mib.2006.06.009	NA
1682381	NA	NA
16824685	10.1016/j.vetpar.2006.05.016	NA
1682957	10.1098/rstb.1991.0059	NA
1683048	10.1016/0165-2427(91)90120-2	NA
16831231	10.1186/1475-9276-5-9	PMC1544325
16836823	10.3201/eid1207.060253	PMC3291068
16837712	NA	NA
16837715	NA	NA
16837726	NA	NA
1685298	10.1016/0001-706x(91)90036-j	NA
1685299	10.1016/0001-706x(91)90037-k	NA
1685301	10.1016/0001-706x(91)90039-m	NA
1685302	10.1016/0001-706x(91)90040-q	NA
16856208	10.1002/eji.200636187	NA
16857044	10.1186/1472-698X-6-9	PMC1555611
16861048	10.1016/j.cbpc.2006.06.006	NA
1686140	10.1016/0001-706x(91)90068-u	NA
1686143	10.1016/0001-706x(91)90071-q	NA
16862999	10.4314/eamj.v83i4.9417	NA
16863000	10.4314/eamj.v83i4.9418	NA
16863001	10.4314/eamj.v83i4.9419	NA
16863003	10.4314/eamj.v83i4.9421	NA
16864216	10.1080/13691050410001701939	NA
1686445	NA	NA
16866217	10.4314/eamj.v83i5.9428	NA
16866218	10.4314/eamj.v83i5.9429	NA
16866223	10.4314/eamj.v83i5.9434	NA
16866224	10.4314/eamj.v83i5.9435	NA
16872529	10.1186/1475-2875-5-63	PMC1555594
16879740	10.1186/1475-2875-5-64	PMC1552078
16879938	10.1016/j.jep.2006.05.031	NA
16882091	10.1111/j.1439-0388.2006.00598.x	NA
16884630	10.1258/004947506777978064	NA
16884631	10.1258/004947506777978055	NA
16889975	10.1016/j.plaphy.2006.03.009	NA
16890024	10.1016/j.pt.2006.07.006	NA
16892638	10.1603/0022-2585(2006)43[774:eoproa]2.0.co;2	NA
1689460	10.1016/0166-6851(90)90007-9	NA
16897565	10.1007/s10493-006-9018-1	NA
16901747	10.1016/j.parint.2006.06.004	NA
16903882	10.1111/j.1365-3156.2006.01674.x	NA
16904874	10.1016/j.ijantimicag.2006.05.026	NA
16905791	10.1001/jama.296.7.859	NA
1690871	10.1111/j.1365-3024.1990.tb00942.x	NA
16923206	NA	NA
1692650	10.1016/0165-2427(90)90042-q	NA
1692810	NA	PMC258731
16931409	10.1016/S1473-3099(06)70579-5	NA
16931941	10.1097/01.aids.0000242823.51754.0c	PMC3384736
16939658	10.1186/1475-2875-5-76	PMC1570360
16943216	10.1093/tropej/fml036	NA
16946862	NA	PMC1489872
16946948	NA	PMC1525114
16956314	NA	NA
16966412	10.1128/IAI.00774-06	PMC1695504
1696796	10.1111/j.1365-2052.1990.tb03220.x	NA
16973190	10.1016/j.phytochem.2006.07.025	NA
16978673	10.1016/j.trstmh.2006.07.001	NA
1698274	10.1111/j.1365-3024.1990.tb00978.x	NA
16989374	10.4314/eamj.v83i6.9436	NA
16989379	10.4314/eamj.v83i6.9441	NA
16989380	10.4314/eamj.v83i6.9442	NA
16989381	10.4314/eamj.v83i6.9443	NA
16989382	10.4314/eamj.v83i6.9444	NA
16989681	10.1179/136485906X118468	PMC1858631
16997145	10.1016/j.drudis.2006.08.003	NA
16998584	10.1371/journal.pctr.0010021	PMC1569382
1699896	NA	PMC313700
17009191	NA	NA
17009256	10.1002/jbt.20142	NA
17016725	10.1007/s00436-006-0298-5	NA
17017210	10.1603/0022-2585(2006)43[789:taiaww]2.0.co;2	NA
17018392	NA	NA
17019365	10.1097/01.qai.0000242455.05274.20	NA
17019501	NA	NA
17028081	10.1016/j.vaccine.2006.09.008	NA
17033875	10.1007/s00128-006-1087-7	NA
17034686	10.1258/004947506778604850	NA
17044170	10.1109/TCBB.2005.50	NA
17050820	10.1128/JCM.01481-06	PMC1698424
17053829	10.1371/journal.pctr.0010028	PMC1617124
17053830	10.1371/journal.pctr.0010029	PMC1617125
1705647	10.1016/0140-6736(91)92447-a	NA
17061053	10.1007/s00244-004-0228-4	NA
17066074	10.1038/sj.gene.6364345	PMC1991335
1707046	NA	PMC1257145
17070625	10.1016/j.vaccine.2006.09.085	NA
17076908	10.1186/1475-2875-5-96	PMC1634750
1708550	10.1016/0165-2427(91)90106-m	NA
1708557	10.1016/0165-2427(91)90081-m	NA
17089494	10.4314/eamj.v83i7.9446	NA
17089495	10.4314/eamj.v83i7.9447	NA
17089501	10.4314/eamj.v83i7.9453	NA
17096835	10.1186/1475-2875-5-107	PMC1654174
17099313	10.1097/01.qai.0000243122.52282.89	NA
17101427	10.1016/S0968-8080(06)28260-0	NA
17103624	NA	PMC1256655
1711196	10.1111/j.1365-3024.1991.tb00273.x	NA
17112438	10.1071/sh06021	NA
17113255	10.1016/j.jep.2006.09.040	NA
17113929	10.1016/j.brainresbull.2006.08.001	NA
1711614	10.1097/00005344-199103000-00021	NA
17123013	10.1007/s00128-006-1097-5	NA
17123651	10.1016/j.prevetmed.2006.10.012	NA
17124529	10.1371/journal.pctr.0010032	PMC1851726
17125501	10.1186/1475-2875-5-114	PMC1698490
17131790	NA	NA
17136900	NA	NA
17140144	10.1016/j.aanat.2006.06.004	NA
17141319	10.1016/j.ophtha.2006.06.057	NA
17143412	10.1590/s0001-37652006000400012	NA
17145069	10.1016/j.trstmh.2006.09.006	NA
17147467	10.1371/journal.pmed.0030473	PMC1762059
17147506	10.1089/aid.2006.22.1172	NA
17153655	10.4314/eamj.v83i8.9456	NA
17153659	10.4314/eamj.v83i8.9461	NA
17153660	10.4314/eamj.v83i8.9462	NA
17153662	10.4314/eamj.v83i8.9463	NA
17160492	10.1007/s00244-005-0241-2	NA
17163809	10.1517/14656566.8.1.75	NA
17165610	10.1007/s11250-006-4270-2	NA
17173674	10.1186/1471-2180-6-101	PMC1764016
17175033	10.1016/j.ijporl.2006.11.007	NA
17188943	10.1016/j.meegid.2006.11.006	NA
17191167	10.1086/510245	PMC3394541
17192184	10.1186/1746-4269-2-54	PMC1770906
17194194	10.1371/journal.pmed.0030500	PMC1716191
17195765	10.1097/QAI.0b013e31802f852b	NA
17197038	10.1016/j.vetimm.2006.11.010	NA
17201973	10.1017/ber2006457	NA
1720394	10.1016/0014-4894(91)90064-4	NA
17207158	10.1111/j.1365-3156.2006.01759.x	NA
17207950	10.1016/j.jep.2006.11.025	NA
17217404	10.1111/j.1365-2885.2007.00817.x	NA
17219300	10.1007/s00128-006-1217-2	NA
17227778	10.1093/heapol/czl038	PMC2653780
17234222	10.1016/j.phytochem.2006.11.035	NA
17234933	10.1126/science.1138614	NA
17235019	10.2527/jas.2005-657	NA
17243475	10.1007/s11250-006-4394-4	NA
17244646	10.1152/ajplung.00371.2006	NA
17249341	soa]2.0.co;2	NA
17252421	10.1055/s-2006-957815	NA
17252478	10.1055/s-2006-957919	NA
17255237	NA	NA
17258509	10.1016/j.jbi.2006.12.007	NA
17265344	10.1055/s-2006-962558	NA
17265364	10.1055/s-2006-962576	NA
17273397	10.1624/105812404X1743	PMC1595210
17275053	10.1016/j.trstmh.2006.11.008	NA
17283727	NA	NA
17291333	10.1186/1745-7580-3-2	PMC1802067
17294427	10.1002/ajp.20422	NA
17294916	10.1603/0022-2585(2007)44[14:soraga]2.0.co;2	PMC4106366
17295074	10.1007/s10461-006-9198-z	NA
17297048	NA	NA
17298111	10.4314/ajhs.v11i1.30772	NA
17298112	NA	NA
17298113	10.4314/ajhs.v11i1.30774	NA
17298115	10.4314/ajhs.v11i1.30776	NA
17298116	NA	NA
17298118	10.4314/ajhs.v11i1.30779	NA
17298120	10.4314/ajhs.v11i1.30781	NA
17298127	NA	NA
17298131	10.4314/ajhs.v11i3.30791	NA
17298139	10.4314/ajhs.v12i1.30800	NA
17298142	10.4314/ajhs.v9i1.30752	NA
17298148	10.4314/ajhs.v9i1.30758	NA
17298154	10.4314/ajhs.v9i2.30764	NA
17298155	10.4314/ajhs.v9i2.30765	NA
17300635	10.1111/j.1365-3156.2006.01780.x	NA
17302744	10.1111/j.1439-0507.2006.01293.x	NA
17304451	10.1086/511868	PMC2659731
17304624	10.1002/jobm.200610142	NA
17308024	10.1136/vr.160.7.238	NA
17308325	10.1093/tropej/fml093	NA
17310678	10.4314/eamj.v83i10.9465	NA
17310684	10.4314/eamj.v83i10.9471	NA
17310685	10.4314/eamj.v83i10.9472	NA
1731322	10.1073/pnas.89.2.514	PMC48269
17313505	10.1111/j.1365-3156.2006.01787.x	NA
17316502	10.1179/136485907X156933	NA
17320085	10.1016/j.yhbeh.2006.12.013	NA
17324481	10.1016/j.prevetmed.2007.01.007	NA
17331027	10.1089/aid.2006.0125	PMC3382116
17340270	10.1055/s-2007-969640	NA
17345490	10.1055/s-2007-969336	NA
17347177	10.1093/jac/dkl561	NA
17348737	10.4314/ajhs.v13i1.30810	NA
17348738	NA	NA
17348743	NA	NA
17348744	10.4314/ajhs.v13i1.30818	NA
17348745	10.4314/ajhs.v13i1.30819	NA
17348754	NA	NA
1735072	10.1002/1097-0142(19920215)69:4&lt;1047::aid-cncr2820690436&gt;3.0.co;2-z	NA
17351174	10.1136/vr.160.10.330	NA
17356470	10.1097/QAI.0b013e318042d613	PMC3380073
17360887	NA	NA
17361766	NA	NA
17362597	10.1179/136485907X156979	NA
17364385	10.1080/09540120601114618	NA
17365690	10.1080/14786410601035811	NA
17367518	10.1186/1475-2875-6-31	PMC1832199
17373953	10.1111/j.1365-2915.2007.00672.x	PMC2705332
17378216	NA	PMC2731850
17381153	10.1021/np0604174	NA
17390800	NA	NA
17391562	10.1017/S0007114507705019	NA
1740149	10.1111/j.1432-1033.1992.tb16646.x	NA
17404820	10.1007/s10886-007-9272-7	NA
17404927	10.1055/s-2007-970003	NA
17405630	10.1007/s11250-006-4266-y	NA
17414931	10.1097/QAI.0b013e318050d66c	NA
17432869	10.1021/jf062936i	NA
17439437	10.1111/j.1365-2214.2006.00714.x	NA
17445135	10.1111/j.1365-3156.2007.01825.x	NA
17445255	10.1186/1475-2875-6-46	PMC1858701
17446148	10.1016/j.ehb.2007.03.005	NA
17447348	10.4314/eamj.v83i09.46769	NA
17447350	10.4314/eamj.v83i09.46771	NA
17447353	10.4314/eamj.v83i09.46774	NA
17449599	10.1093/jn/137.5.1320	NA
17451285	NA	NA
17451286	NA	NA
17451291	NA	NA
17451292	NA	NA
17451293	NA	NA
17451297	NA	NA
17451299	NA	NA
17451301	NA	NA
17451302	NA	NA
17451303	NA	NA
17451306	NA	NA
17451307	NA	NA
17451312	NA	NA
17451313	NA	NA
17451319	NA	NA
17451320	NA	NA
17451321	NA	NA
17455450	10.4314/eamj.v83i11.9477	NA
17466304	10.1016/j.ijgo.2007.03.010	NA
17467073	10.1016/j.molbiopara.2007.03.011	PMC1906845
17468655	10.1097/01.inf.0000260107.79355.7d	PMC2654069
1746988	10.1080/00034983.1991.11812576	NA
17470293	10.1186/1475-2875-6-50	PMC1868750
17472943	10.1093/treephys/27.8.1179	NA
1747621	10.1136/bmj.303.6811.1189	PMC1671473
17478642	10.1177/1049732307301498	NA
1748031	10.1007/bf01204408	NA
17483478	10.1073/pnas.0702813104	PMC1895957
1748479	NA	PMC1384610
17486688	10.1002/ptr.2170	NA
17486830	10.2166/wst.2007.207	NA
17487435	10.1007/s00128-007-9138-2	NA
17491777	NA	PMC1705690
17491797	NA	PMC1705706
17491798	NA	PMC1705712
17491807	NA	PMC1705723
17491816	NA	PMC1705729
17491862	NA	PMC1705869
17491939	NA	PMC1705942
17491960	NA	PMC1705974
17491966	NA	PMC1705981
17491982	NA	PMC1706007
17491999	NA	PMC1706015
17492390	10.1007/s00192-007-0389-6	NA
17493270	10.1186/1475-2875-6-57	PMC1872028
1750126	NA	NA
17516531	10.1002/jmv.20912	NA
17519000	10.1186/1475-2875-6-63	PMC1887534
17519413	10.1001/jama.297.20.2232	PMC2676709
1752222	NA	NA
1752228	NA	NA
17524243	10.1179/136485907X176337	NA
17524244	10.1179/136485907X176391	NA
17531102	10.1186/1475-2875-6-71	PMC1894801
17531535	10.1016/j.pt.2007.05.005	NA
17531887	10.1016/S0140-6736(07)60817-4	NA
17532467	10.1016/j.ecoenv.2007.03.012	PMC2673497
17535417	10.1186/1475-2875-6-72	PMC1892027
17536935	10.1089/mdr.2006.9998	NA
17537660	10.1016/j.ijid.2007.03.006	NA
17538002	10.1177/1545109707300688	NA
17542113	10.1177/156482650602700305	NA
17545712	10.1097/QAD.0b013e328017f843	NA
1755057	10.1016/0035-9203(91)90231-m	NA
17550643	10.1179/136485907X176490	NA
17551841	10.1007/s11524-007-9199-x	PMC2134844
17553103	10.1111/j.1469-7580.2007.00744.x	PMC2375791
17556634	NA	NA
17558336	10.1097/QAI.0b013e318095a3da	NA
17558370	NA	NA
17559638	10.1186/1471-2458-7-101	PMC1913509
17562084	10.1007/s00484-007-0105-8	NA
17565064	10.2527/jas.2006-713	NA
1756703	NA	NA
1756704	NA	NA
1756705	NA	NA
1756706	NA	NA
17570392	10.1016/j.jinsphys.2007.04.008	NA
17572031	10.1016/j.jep.2007.04.018	NA
17572368	10.1016/j.actatropica.2007.04.017	NA
1758012	NA	NA
17580987	NA	NA
17580988	NA	NA
17580989	NA	NA
17580991	NA	NA
17580993	NA	NA
17580995	NA	NA
17580996	NA	NA
17581008	NA	NA
17581011	NA	NA
17581012	NA	NA
17581013	NA	NA
17581015	NA	NA
17581017	NA	NA
17581033	NA	NA
17581035	NA	NA
17583971	NA	NA
17583974	NA	NA
17589374	10.1097/QAI.0b013e3180f616db	NA
1759339	10.1136/vr.129.16.360	NA
17594281	10.5555/afhs.2007.7.2.62	PMC1925268
17594513	10.1007/s10540-007-9048-x	NA
17598301	10.1079/ber2002202	NA
17598665	10.4314/eamj.v84i2.9504	NA
17598667	10.4314/eamj.v84i2.9506	NA
17598668	10.4314/eamj.v84i2.9507	NA
17598670	10.4314/eamj.v84i2.9509	NA
17598897	10.1186/1475-2875-6-82	PMC1920526
17599780	10.1017/S0950268807009028	PMC2870854
17600978	10.4314/eamj.v84i3.9511	NA
17600979	10.4314/eamj.v84i3.9512	NA
17600980	10.4314/eamj.v84i3.9513	NA
17600982	10.4314/eamj.v84i3.9515	NA
17600984	10.4314/eamj.v84i3.9517	NA
17601005	10.1080/17290376.2004.9724840	NA
17601685	10.1016/j.fitote.2007.02.012	NA
17604514	10.5555/afhs.2006.6.4.240	PMC1832065
17608301	10.1177/0883073807299972	NA
17608561	10.1371/journal.pmed.0040217	PMC1904464
17609057	NA	NA
17618664	10.1016/j.toxicon.2007.04.020	NA
17626474	10.1579/0044-7447(2007)36[350:csahfa]2.0.co;2	NA
17633579	10.4314/eamj.v84i1.9485	NA
17633580	10.4314/eamj.v84i1.9486	NA
17633581	10.4314/eamj.v84i1.9487	NA
17633583	10.4314/eamj.v84i1.9489	NA
17633584	10.4314/eamj.v84i1.9490	NA
17633585	10.4314/eamj.v84i1.9491	NA
17635501	10.1111/j.1365-2125.2007.02966.x	PMC2291276
1763797	10.4269/ajtmh.1991.45.702	NA
17639223	10.2471/blt.06.035329	PMC2636651
17645815	10.1017/S0007485307005068	NA
17647184	NA	NA
1764899	10.1111/j.1600-0528.1991.tb00180.x	NA
