pmid,pmcid,isopen,journal,date,year,month
27614787,,closed, Int J Gynaecol Obstet,2016-12-01,2016.0,12.0
27613111,,closed, Women Health,2017-09-01,2017.0,9.0
27612704,,closed, Mater Sci Eng C Mater Biol Appl,2016-12-01,2016.0,12.0
27612530,,closed, Int J Gynaecol Obstet,2016-12-01,2016.0,12.0
27611471,,closed, Transfusion,2016-11-01,2016.0,11.0
27611321,,closed, Stud Fam Plann,2016-09-01,2016.0,9.0
27611315,PMC5017781,open, PLoS One,2016-09-09,2016.0,9.0
27609913,PMC5017218,open, Genome Announc,2016-09-08,2016.0,9.0
27609557,PMC5244442,open, Public Health Nutr,2017-02-01,2017.0,2.0
27608978,PMC5016984,open, BMC Pregnancy Childbirth,2016-09-08,2016.0,9.0
27608711,PMC5016997,open, BMC Vet Res,2016-09-08,2016.0,9.0
27608675,,closed, Afr J Prim Health Care Fam Med,2016-08-31,2016.0,8.0
27608036,PMC5035959,open, Viruses,2016-09-05,2016.0,9.0
27606061,PMC5012235,open, J Glob Health,2016-12-01,2016.0,12.0
27605226,,closed, Environ Manage,2016-11-01,2016.0,11.0
27604888,PMC5015256,open, Malar J,2016-09-07,2016.0,9.0
27603954,NIHMS886985,open, Food Addit Contam Part A Chem Anal Control Expo Risk Assess,2017-01-01,2017.0,1.0
27603309,PMC5014322,open, PLoS One,2016-09-07,2016.0,9.0
27603293,NIHMS814760,open, AIDS,2016-11-28,2016.0,11.0
27603290,NIHMS814763,open, AIDS,2016-11-28,2016.0,11.0
27600883,PMC5012065,open, BMC Musculoskelet Disord,2016-09-06,2016.0,9.0
27600545,PMC5012068,open, BMC Evol Biol,2016-09-06,2016.0,9.0
27600526,PMC5012060,open, BMC Infect Dis,2016-09-06,2016.0,9.0
27599005,NIHMS954809,open, J Acquir Immune Defic Syndr,2017-01-01,2017.0,1.0
27597538,,closed, Soc Sci Med,2016-10-01,2016.0,10.0
27595990,,closed, Parasitol Res,2016-12-01,2016.0,12.0
27595765,PMC5011864,open, BMC Health Serv Res,2016-09-05,2016.0,9.0
27591144,,closed, Glob Chang Biol,2017-05-01,2017.0,5.0
27591051,,closed, Int J Gynaecol Obstet,2016-12-01,2016.0,12.0
27590913,PMC5512542,open, Int J STD AIDS,2017-07-01,2017.0,7.0
27590587,,closed, Glob Public Health,2018-02-01,2018.0,2.0
27589998,PMC5010713,open, Parasit Vectors,2016-09-02,2016.0,9.0
27589922,,closed, J Environ Manage,2016-12-01,2016.0,12.0
27589776,PMC5036698,open, Int J Environ Res Public Health,2016-08-31,2016.0,8.0
27587899,PMC4981947,open, Limnol Oceanogr,2016-05-01,2016.0,5.0
27587494,,closed, World J Pediatr Congenit Heart Surg,2016-09-01,2016.0,9.0
27586821,PMC5176009,open, J Ethnopharmacol,2016-12-24,2016.0,12.0
27585539,PMC5009702,open, World J Surg Oncol,2016-09-01,2016.0,9.0
27583938,,closed, Int J Yoga Therap,2016-09-01,2016.0,9.0
27583561,PMC5008830,open, PLoS One,2016-09-01,2016.0,9.0
27583072,PMC4992368,open, Pan Afr Med J,2016-05-04,2016.0,5.0
27581997,NIHMS900664,open, Cult Health Sex,2017-03-01,2017.0,3.0
27580742,,closed, J Empir Res Hum Res Ethics,2016-10-01,2016.0,10.0
27580621,,closed, Trop Anim Health Prod,2016-12-01,2016.0,12.0
27580321,,closed, J Infect Dev Ctries,2016-08-31,2016.0,8.0
27579474,PMC5082292,open, Mol Med,2016-08-30,2016.0,8.0
27578345,,closed, Reprod Health Matters,2016-05-01,2016.0,5.0
27576729,PMC5004314,open, BMC Res Notes,2016-08-30,2016.0,8.0
29638079,,closed, Acta Pol Pharm,2016-09-01,2016.0,9.0
27575682,,closed, J Virol Methods,2016-11-01,2016.0,11.0
27574601,,closed, Front Public Health,2016-08-15,2016.0,8.0
27573333,,closed, Int J Med Inform,2016-10-01,2016.0,10.0
27573281,PMC5432967,open, Psychol Med,2017-01-01,2017.0,1.0
27572968,PMC4936517,open, Nat Microbiol,2016-05-23,2016.0,5.0
27571975,10.1038/nmicrobiol.2015.14,open, Nat Microbiol,2016-01-18,2016.0,1.0
27571974,,closed, Nat Microbiol,2016-01-18,2016.0,1.0
27571902,PMC5079376,open, J Infect Dis,2016-11-01,2016.0,11.0
27571740,,closed, Arch Sex Behav,2017-05-01,2017.0,5.0
29588934,PMC5719838,open, Epilepsia Open,2016-08-31,2016.0,8.0
27570543,PMC5002103,open, Gut Pathog,2016-08-27,2016.0,8.0
27570523,,closed, Front Microbiol,2016-08-12,2016.0,8.0
27570210,,closed, Ultrasound Med Biol,2017-01-01,2017.0,1.0
27568547,,closed, Cell Metab,2016-09-13,2016.0,9.0
27568261,,closed, Lancet Psychiatry,2016-09-01,2016.0,9.0
27568068,,closed, Lancet Glob Health,2016-10-01,2016.0,10.0
27567713,,closed, Fungal Biol,2016-09-01,2016.0,9.0
27567145,PMC5704638,open, Res Social Adm Pharm,2017-11-01,2017.0,11.0
27566531,PMC5002156,open, BMC Med,2016-08-26,2016.0,8.0
27565897,PMC5002101,open, Malar J,2016-08-26,2016.0,8.0
27565860,,closed, Resuscitation,2016-10-01,2016.0,10.0
27565703,,closed, Qual Health Res,2017-06-01,2017.0,6.0
27565494,,closed, Methods Mol Biol,2016-01-01,2016.0,1.0
27565116,,closed, Water Res,2016-11-01,2016.0,11.0
27563351,PMC4970627,open, Ecancermedicalscience,2016-07-07,2016.0,7.0
27563350,PMC4970621,open, Ecancermedicalscience,2016-07-07,2016.0,7.0
27563091,PMC5003414,open, Science,2016-08-26,2016.0,8.0
27562304,,closed, Trop Anim Health Prod,2016-12-01,2016.0,12.0
27562036,PMC5326602,open, Prev Sci,2017-10-01,2017.0,10.0
27561009,PMC4999282,open, PLoS One,2016-08-25,2016.0,8.0
27560815,,closed, Praxis (Bern 1994),2016-08-01,2016.0,8.0
27560150,PMC4999196,open, PLoS One,2016-08-25,2016.0,8.0
27558556,PMC4997754,open, Global Health,2016-08-24,2016.0,8.0
27558527,,closed, Obesity (Silver Spring),2016-10-01,2016.0,10.0
27558421,PMC5068535,open, J Virol,2016-10-14,2016.0,10.0
27558161,PMC4997667,open, Trials,2016-08-25,2016.0,8.0
27557132,PMC4996501,open, PLoS One,2016-08-24,2016.0,8.0
27557120,PMC4996421,open, PLoS One,2016-08-24,2016.0,8.0
27556560,PMC4996519,open, PLoS One,2016-08-24,2016.0,8.0
27554373,,closed, Ecohealth,2016-12-01,2016.0,12.0
27553956,PMC4994382,open, Reprod Health,2016-08-23,2016.0,8.0
27553946,,closed, Environ Monit Assess,2016-09-01,2016.0,9.0
27553756,,closed, J Sci Food Agric,2017-04-01,2017.0,4.0
27552090,PMC4995047,open, PLoS Med,2016-08-23,2016.0,8.0
27551983,,closed, Curr Opin Virol,2016-10-01,2016.0,10.0
27551284,,closed, Front Plant Sci,2016-08-08,2016.0,8.0
27551269,,closed, Front Psychol,2016-08-08,2016.0,8.0
27549404,,closed, Animal,2017-01-01,2017.0,1.0
27549329,PMC4994226,open, BMC Public Health,2016-08-22,2016.0,8.0
27549162,PMC4994383,open, Parasit Vectors,2016-08-22,2016.0,8.0
27548738,PMC4993437,open, PLoS Negl Trop Dis,2016-08-22,2016.0,8.0
27548315,EMS69240,open, Nat Genet,2016-10-01,2016.0,10.0
27545324,NIHMS805183,open, Laryngoscope,2017-05-01,2017.0,5.0
27544640,,closed, Biochim Biophys Acta,2016-11-01,2016.0,11.0
27544267,PMC5104775,open, Transgenic Res,2016-12-01,2016.0,12.0
27543683,PMC5034853,open, Soc Sci Med,2016-10-01,2016.0,10.0
27543453,,closed, Vaccine,2016-09-14,2016.0,9.0
27543112,PMC4992329,open, Malar J,2016-08-19,2016.0,8.0
27541662,,closed, Int J Cardiol,2016-11-15,2016.0,11.0
27540487,PMC4973399,open, JRSM Open,2016-08-01,2016.0,8.0
27540128,PMC4990165,open, Glob Health Sci Pract,2016-08-18,2016.0,8.0
27540124,PMC4990161,open, Glob Health Sci Pract,2016-08-18,2016.0,8.0
27539801,,closed, Lancet Glob Health,2016-09-01,2016.0,9.0
27538885,PMC4991016,open, BMC Public Health,2016-08-18,2016.0,8.0
27538807,,closed, Educ Prim Care,2016-09-01,2016.0,9.0
27536713,PMC4976666,open, Data Brief,2016-07-26,2016.0,7.0
27534749,,closed, J Chem Ecol,2016-10-01,2016.0,10.0
27532665,PMC4993544,open, PLoS One,2016-08-17,2016.0,8.0
27532521,,closed, J Clin Psychol,2016-08-01,2016.0,8.0
27532476,NIHMS808631,open, J Acquir Immune Defic Syndr,2017-01-01,2017.0,1.0
27532291,PMC4988668,open, PLoS One,2016-08-17,2016.0,8.0
27531847,PMC5036915,open, Clin Infect Dis,2016-10-15,2016.0,10.0
27531718,PMC5052046,open, Genome Res,2016-09-01,2016.0,9.0
27530220,PMC5073071,open, Int J Gynaecol Obstet,2016-11-01,2016.0,11.0
27529276,PMC4997407,open, Nutrients,2016-08-12,2016.0,8.0
27528677,PMC5024591,open, Proc Natl Acad Sci U S A,2016-08-30,2016.0,8.0
27528013,PMC4985740,open, Sci Rep,2016-08-16,2016.0,8.0
27527831,PMC5477802,open, BMC Pregnancy Childbirth,2016-08-15,2016.0,8.0
27527635,PMC5062620,open, Am J Trop Med Hyg,2016-10-05,2016.0,10.0
27526773,PMC4986260,open, Syst Rev,2016-08-15,2016.0,8.0
27525919,,closed, Genet Mol Res,2016-08-05,2016.0,8.0
27525108,,closed, J Parasitol Res,2016-01-01,2016.0,1.0
27523305,,closed, Acta Trop,2016-11-01,2016.0,11.0
27523028,,closed, Violence Vict,2016-01-01,2016.0,1.0
27522263,,closed, Schizophr Res,2016-10-01,2016.0,10.0
27522191,PMC4983413,open, BMC Pharmacol Toxicol,2016-08-14,2016.0,8.0
27520594,,closed, Lancet,2016-09-17,2016.0,9.0
27519258,PMC5518938,open, Sex Transm Infect,2017-03-01,2017.0,3.0
27518587,,closed, J Nat Prod,2016-09-23,2016.0,9.0
27517268,,closed, Primates,2017-01-01,2017.0,1.0
27516826,PMC4963175,open, Pan Afr Med J,2016-04-29,2016.0,4.0
27516824,PMC4963171,open, Pan Afr Med J,2016-04-29,2016.0,4.0
27516267,,closed, Carbohydr Polym,2016-11-05,2016.0,11.0
27516207,PMC5056950,open, Immunogenetics,2016-11-01,2016.0,11.0
27515696,PMC4982001,open, Malar J,2016-08-11,2016.0,8.0
27515487,PMC4981972,open, Reprod Health,2016-08-11,2016.0,8.0
27515450,PMC4982013,open, BMC Anesthesiol,2016-08-11,2016.0,8.0
27515276,,closed, Acta Biotheor,2017-03-01,2017.0,3.0
27515059,PMC5233559,open, Public Health Nutr,2017-02-01,2017.0,2.0
27514903,,closed, Vet Parasitol,2016-08-15,2016.0,8.0
27514379,PMC4981994,open, BMC Pregnancy Childbirth,2016-08-12,2016.0,8.0
27513384,PMC4985051,open, Sex Transm Dis,2016-09-01,2016.0,9.0
27510911,10.1007/s00125-016-4062-9,open, Diabetologia,2016-11-01,2016.0,11.0
27510397,PMC4974195,open, J Korean Med Sci,2016-09-01,2016.0,9.0
27510030,,closed, Cochrane Database Syst Rev,2016-08-11,2016.0,8.0
27509254,NIHMS802422,open, J Acquir Immune Defic Syndr,2017-01-01,2017.0,1.0
27509182,PMC4980048,open, PLoS One,2016-08-10,2016.0,8.0
27508500,PMC4980037,open, PLoS One,2016-08-10,2016.0,8.0
27508343,,closed, Acad Med,2017-04-01,2017.0,4.0
27508058,,closed, F1000Res,2016-05-09,2016.0,5.0
27507141,,closed, Environ Sci Pollut Res Int,2016-11-01,2016.0,11.0
27507135,,closed, Matern Child Nutr,2017-07-01,2017.0,7.0
27507020,PMC5299074,open, Arch Sex Behav,2017-05-01,2017.0,5.0
27506201,,closed, Int J Syst Evol Microbiol,2016-11-01,2016.0,11.0
27506199,PMC4979142,open, BMC Womens Health,2016-08-09,2016.0,8.0
27505053,,closed, Cochrane Database Syst Rev,2016-08-09,2016.0,8.0
27503191,PMC4977618,open, BMC Public Health,2016-08-08,2016.0,8.0
27496744,,closed, Vet Immunol Immunopathol,2016-10-01,2016.0,10.0
27494517,PMC4975461,open, PLoS One,2016-08-05,2016.0,8.0
27494412,PMC4975460,open, PLoS One,2016-08-05,2016.0,8.0
27492409,PMC4973538,open, Parasit Vectors,2016-08-04,2016.0,8.0
27492064,,closed, Injury,2016-10-01,2016.0,10.0
27491966,,closed, Soc Psychiatry Psychiatr Epidemiol,2016-12-01,2016.0,12.0
27489479,,closed, PhytoKeys,2016-06-01,2016.0,6.0
27489394,PMC4913530,open, Agric Ecosyst Environ,2016-08-01,2016.0,8.0
27488735,PMC4973110,open, Implement Sci,2016-08-03,2016.0,8.0
27488477,,closed, Int J Qual Health Care,2016-10-01,2016.0,10.0
27486665,PMC4972399,open, PLoS Pathog,2016-08-03,2016.0,8.0
27486515,PMC4970205,open, Mov Ecol,2016-08-02,2016.0,8.0
27486178,,closed, Health Educ Behav,2017-04-01,2017.0,4.0
27485987,,closed, J Psychoactive Drugs,,,
27485005,PMC4969678,open, Parasit Vectors,2016-08-02,2016.0,8.0
27484493,PMC4971694,open, BMC Public Health,2016-08-02,2016.0,8.0
27484172,PMC4971650,open, Health Res Policy Syst,2016-08-02,2016.0,8.0
27484085,PMC4971640,open, BMC Res Notes,2016-08-02,2016.0,8.0
27484015,,closed, Breast,2016-10-01,2016.0,10.0
27483008,PMC4970792,open, PLoS One,2016-08-02,2016.0,8.0
27482879,,closed, Health Secur,,,
27482633,,closed, Mol Ecol Resour,2017-05-01,2017.0,5.0
27481854,PMC5907857,open, J Pediatric Infect Dis Soc,2017-09-01,2017.0,9.0
27481320,,closed, Ann Palliat Med,2016-07-01,2016.0,7.0
27481154,,closed, Int J Med Mushrooms,2016-01-01,2016.0,1.0
27481054,PMC5014263,open, Am J Trop Med Hyg,2016-09-07,2016.0,9.0
27479457,,closed, Chemosphere,2016-11-01,2016.0,11.0
27479236,,closed, Trop Med Int Health,2016-10-01,2016.0,10.0
27478987,,closed, AIDS,2016-09-24,2016.0,9.0
27478298,PMC4950010,open, Ecol Entomol,2015-09-01,2015.0,9.0
27477192,,closed, Kennedy Inst Ethics J,2016-06-01,2016.0,6.0
29202059,PMC5693550,open, Glob Health Res Policy,2016-08-02,2016.0,8.0
27475987,PMC4975175,open, Trans R Soc Trop Med Hyg,2016-07-01,2016.0,7.0
29093903,,closed, BJPsych Int,2016-08-01,2016.0,8.0
27474457,,closed, World Neurosurg,2016-10-01,2016.0,10.0
27473520,,closed, Eur J Psychotraumatol,2016-07-28,2016.0,7.0
27473186,PMC4967308,open, Int J Health Geogr,2016-07-30,2016.0,7.0
27472989,,closed, Ultrasound Med Biol,2017-01-01,2017.0,1.0
27472916,PMC4966716,open, BMC Health Serv Res,2016-07-29,2016.0,7.0
27471661,PMC4944592,open, EPJ Data Sci,2016-01-01,2016.0,1.0
27471337,PMC4944763,open, Afr Archaeol Rev,2016-01-01,2016.0,1.0
27471320,,closed, J Infect Dis,2016-10-01,2016.0,10.0
27471131,,closed, Soc Sci Med,2016-09-01,2016.0,9.0
27470871,,closed, Zootaxa,2016-07-29,2016.0,7.0
27470747,,closed, Zootaxa,2016-07-13,2016.0,7.0
27470742,,closed, Zootaxa,2016-07-13,2016.0,7.0
27470176,,closed, Lancet Glob Health,2016-09-01,2016.0,9.0
27469941,PMC4966474,open, Genome Announc,2016-07-28,2016.0,7.0
27466805,PMC4965121,open, PLoS One,2016-07-28,2016.0,7.0
27466161,NIHMS931969,open, Int J Cancer,2017-01-15,2017.0,1.0
27464568,PMC4963948,open, BMC Public Health,2016-07-28,2016.0,7.0
27463827,,closed, Appl Neuropsychol Child,,,
27463639,,closed, J Clin Psychol,2016-08-01,2016.0,8.0
27462322,,closed, Front Plant Sci,2016-07-11,2016.0,7.0
27460054,PMC4962350,open, Trials,2016-07-26,2016.0,7.0
27459315,PMC4961408,open, PLoS One,2016-07-26,2016.0,7.0
27459022,,closed, Soc Sci Med,2016-09-01,2016.0,9.0
27458814,,closed, Trop Med Int Health,2016-10-01,2016.0,10.0
27457129,PMC4960809,open, Parasit Vectors,2016-07-25,2016.0,7.0
27456696,,closed, Environ Monit Assess,2016-08-01,2016.0,8.0
27456416,,closed, Jt Comm J Qual Patient Saf,2016-08-01,2016.0,8.0
27455325,PMC4999845,open, Toxins (Basel),2016-07-23,2016.0,7.0
27455294,PMC4962278,open, Int J Environ Res Public Health,2016-07-21,2016.0,7.0
27454301,PMC4959724,open, PLoS One,2016-07-25,2016.0,7.0
27452183,,closed, Psychooncology,2016-10-01,2016.0,10.0
27451359,,closed, Int J Parasitol,2017-02-01,2017.0,2.0
27450867,,closed, Best Pract Res Clin Obstet Gynaecol,2016-10-01,2016.0,10.0
27450553,PMC4957896,open, Health Res Policy Syst,2016-07-22,2016.0,7.0
27449995,PMC4957291,open, BMC Psychiatry,2016-07-22,2016.0,7.0
27449128,PMC4957852,open, Reprod Health,2016-07-22,2016.0,7.0
27449110,PMC4957835,open, Malar J,2016-07-22,2016.0,7.0
28883957,PMC5530922,open, Trop Dis Travel Med Vaccines,2016-07-26,2016.0,7.0
27446143,,closed, Front Plant Sci,2016-06-27,2016.0,6.0
27445506,PMC4938142,open, Int J Womens Health,2016-07-01,2016.0,7.0
27444145,PMC4995607,open, Sci Rep,2016-07-22,2016.0,7.0
27443524,PMC5025998,open, J Health Popul Nutr,2016-07-22,2016.0,7.0
27443270,,closed, J Int AIDS Soc,2016-07-20,2016.0,7.0
27443266,,closed, J Int AIDS Soc,2016-07-20,2016.0,7.0
27441861,,closed, J Water Health,2016-08-01,2016.0,8.0
27441648,PMC4955652,open, PLoS One,2016-07-21,2016.0,7.0
27441216,e00023,open, Heliyon,2015-09-21,2015.0,9.0
27441134,PMC4938833,open, Springerplus,2016-07-08,2016.0,7.0
27441094,NIHMS799186,open, Res J Womens Health,2016-01-01,2016.0,1.0
27440970,PMC4948797,open, Ethn Dis,2016-07-21,2016.0,7.0
27440667,PMC4971206,open, Proc Biol Sci,2016-07-27,2016.0,7.0
27439621,PMC4952151,open, BMC Med,2016-07-20,2016.0,7.0
27439397,PMC4955244,open, BMC Med Inform Decis Mak,2016-07-20,2016.0,7.0
27435647,,closed, Prev Vet Med,2016-08-01,2016.0,8.0
27435526,,closed, Glob Chang Biol,2017-01-01,2017.0,1.0
27435386,PMC5139892,open, Vaccine,2016-12-01,2016.0,12.0
27435095,PMC4951720,open, Sci Rep,2016-07-20,2016.0,7.0
27434869,,closed, J Sports Sci,2017-05-01,2017.0,5.0
27433132,PMC4940963,open, Trop Med Health,2016-05-16,2016.0,5.0
27431421,,closed, Vaccine,2016-10-10,2016.0,10.0
27430374,PMC5030279,open, Lancet Infect Dis,2016-10-01,2016.0,10.0
27430039,,closed, Ned Tijdschr Tandheelkd,,,
27429489,PMC4933135,open, Bull World Health Organ,2016-07-01,2016.0,7.0
27428063,,closed, J Biosoc Sci,2016-09-01,2016.0,9.0
27429644,PMC4947291,open, Chem Cent J,2016-07-15,2016.0,7.0
27427836,,closed, Ophthalmic Genet,,,
27427452,PMC5504684,open, Lancet,2016-09-10,2016.0,9.0
27427191,,closed, Anim Health Res Rev,2016-06-01,2016.0,6.0
27427190,,closed, Anim Health Res Rev,2016-06-01,2016.0,6.0
27426424,NIHMS791110,open, Alcohol Clin Exp Res,2016-08-01,2016.0,8.0
27424812,NIHMS817172,open, N Engl J Med,2016-09-01,2016.0,9.0
27424025,,closed, Arch Virol,2016-10-01,2016.0,10.0
27423951,,closed, J Dairy Sci,2016-09-01,2016.0,9.0
27423925,,closed, Eval Program Plann,2016-12-01,2016.0,12.0
27423733,,closed, J Vet Diagn Invest,2016-09-01,2016.0,9.0
27423620,,closed, J Neurol Sci,2016-08-15,2016.0,8.0
27423067,,closed, Soc Sci Med,2016-08-01,2016.0,8.0
27421767,,closed, Contraception,2017-01-01,2017.0,1.0
27421056,NIHMS857639,open, AIDS Care,2016-01-01,2016.0,1.0
27421053,NIHMS927456,open, AIDS Care,2016-01-01,2016.0,1.0
27421052,NIHMS927516,open, AIDS Care,2016-01-01,2016.0,1.0
27420948,,closed, Genet Mol Res,2016-06-20,2016.0,6.0
27419812,PMC4948939,open, Sex Transm Dis,2016-08-01,2016.0,8.0
27419147,PMC4943563,open, Open Forum Infect Dis,2015-11-03,2015.0,11.0
27418744,,closed, Mediators Inflamm,2016-01-01,2016.0,1.0
27418503,,closed, Science,2016-07-15,2016.0,7.0
27417108,,closed, World J Surg,2016-12-01,2016.0,12.0
27416062,PMC4944981,open, PLoS Negl Trop Dis,2016-07-14,2016.0,7.0
27416519,,closed, Glob Chang Biol,2017-03-01,2017.0,3.0
27414470,PMC5237406,open, Psychol Trauma,2017-03-01,2017.0,3.0
27413548,,closed, AIDS Res Treat,2016-01-01,2016.0,1.0
27413088,PMC4944584,open, Glob Health Sci Pract,2016-07-13,2016.0,7.0
27412176,,closed, J Public Health (Oxf),2017-09-01,2017.0,9.0
27411900,,closed, Conserv Biol,2017-02-01,2017.0,2.0
27411880,,closed, Lancet,2016-07-09,2016.0,7.0
27406568,PMC4958261,open, MBio,2016-07-12,2016.0,7.0
27406179,PMC4942924,open, Malar J,2016-07-12,2016.0,7.0
27406148,,closed, Environ Geochem Health,2016-07-12,2016.0,7.0
27405653,PMC5226894,open, Ambio,2017-02-01,2017.0,2.0
27405374,PMC4941019,open, BMC Womens Health,2016-07-12,2016.0,7.0
27404271,PMC4942115,open, PLoS One,2016-07-12,2016.0,7.0
27404013,PMC5054958,open, J Acquir Immune Defic Syndr,2016-08-15,2016.0,8.0
27404012,PMC5054965,open, J Acquir Immune Defic Syndr,2016-08-15,2016.0,8.0
27403940,PMC4941567,open, Sci Rep,2016-07-12,2016.0,7.0
27403400,PMC4926547,open, J Clin Imaging Sci,2016-06-07,2016.0,6.0
27403343,,closed, Adv Prev Med,2016-01-01,2016.0,1.0
27402888,PMC5106823,open, J Med Entomol,2016-11-01,2016.0,11.0
27402780,,closed, J Infect Dis,2016-09-15,2016.0,9.0
27401917,PMC4940688,open, BMC Complement Altern Med,2016-07-11,2016.0,7.0
27401898,PMC5016070,open, Oncologist,2016-09-01,2016.0,9.0
27401819,PMC4940827,open, BMC Pregnancy Childbirth,2016-07-11,2016.0,7.0
27401585,,closed, Int J Infect Dis,2016-08-01,2016.0,8.0
27401475,PMC4940723,open, BMC Med Inform Decis Mak,2016-07-11,2016.0,7.0
27401233,PMC5026255,open, Mol Biol Evol,2016-10-01,2016.0,10.0
27400828,,closed, Glob Public Health,2018-04-01,2018.0,4.0
27400733,PMC4940873,open, BMC Microbiol,2016-07-11,2016.0,7.0
29051417,PMC5606663,open, Toxics,2016-07-13,2016.0,7.0
27400066,,closed, Vector Borne Zoonotic Dis,2016-08-01,2016.0,8.0
27398836,,closed, Ecol Food Nutr,,,
27398232,EMS68840,open, BMJ Glob Health,2016-05-24,2016.0,5.0
27397932,PMC4913958,open, Euphytica,2016-01-01,2016.0,1.0
27396159,,closed, Bing Du Xue Bao,2016-03-01,2016.0,3.0
27395548,,closed, Zootaxa,2016-01-15,2016.0,1.0
27395510,,closed, Zootaxa,2016-01-08,2016.0,1.0
27394742,,closed, Zootaxa,2016-04-14,2016.0,4.0
27394604,,closed, Zootaxa,2016-04-07,2016.0,4.0
27394487,,closed, Zootaxa,2016-03-20,2016.0,3.0
27394446,,closed, Zootaxa,2016-03-14,2016.0,3.0
27394191,,closed, Lancet Infect Dis,2016-10-01,2016.0,10.0
27392788,,closed, J Chem Ecol,2016-07-01,2016.0,7.0
27392177,,closed, Phytopathology,2016-11-01,2016.0,11.0
27392034,PMC4938388,open, PLoS One,2016-07-08,2016.0,7.0
27392012,,closed, AIDS Care,2016-03-01,2016.0,3.0
27391998,,closed, AIDS Care,2016-03-01,2016.0,3.0
27391689,PMC4938631,open, PLoS One,2016-07-08,2016.0,7.0
27391580,,closed, Trop Med Int Health,2016-10-01,2016.0,10.0
27389090,PMC4936266,open, BMC Psychiatry,2016-07-07,2016.0,7.0
27389077,,closed, Diabetes Metab Syndr,,,
27389051,,closed, J Pediatr Surg,2016-10-01,2016.0,10.0
27388698,,closed, Infect Ecol Epidemiol,2016-07-04,2016.0,7.0
27388368,PMC4936230,open, BMC Microbiol,2016-07-07,2016.0,7.0
27388012,PMC4937586,open, Malar J,2016-07-07,2016.0,7.0
27387337,PMC4936727,open, PLoS Negl Trop Dis,2016-07-07,2016.0,7.0
27386528,PMC4928921,open, Sci Adv,2016-05-13,2016.0,5.0
27386347,PMC4923020,open, Springerplus,2016-06-27,2016.0,6.0
27386244,PMC4912539,open, Springerplus,2016-06-17,2016.0,6.0
27384362,,closed, S Afr Med J,2016-06-17,2016.0,6.0
27383834,PMC4934908,open, PLoS One,2016-07-06,2016.0,7.0
27382372,,closed, J Trop Med,2016-01-01,2016.0,1.0
27381177,PMC4933986,open, BMC Pregnancy Childbirth,2016-07-05,2016.0,7.0
27380850,,closed, Afr J Prim Health Care Fam Med,2016-05-31,2016.0,5.0
27376799,,closed, J Huazhong Univ Sci Technolog Med Sci,2016-06-01,2016.0,6.0
27376067,,closed, Front Nutr,2016-06-06,2016.0,6.0
27375602,,closed, Front Microbiol,2016-06-08,2016.0,6.0
27373319,,closed, Nat Prod Res,2017-03-01,2017.0,3.0
27371096,,closed, Am J Clin Nutr,2016-07-01,2016.0,7.0
27369570,,closed, Vet Parasitol,2016-07-30,2016.0,7.0
27367857,PMC4930180,open, PLoS One,2016-07-01,2016.0,7.0
27367489,NIHMS800567,open, AIDS,2016-09-10,2016.0,9.0
27367487,,closed, AIDS,2016-09-24,2016.0,9.0
27367013,,closed, J Infect Dev Ctries,2016-06-30,2016.0,6.0
27366873,,closed, JAMA Pediatr,2016-08-01,2016.0,8.0
27366754,,closed, Biomed Res Int,2016-01-01,2016.0,1.0
27366347,PMC4927126,open, J Intercult Ethnopharmacol,2016-04-16,2016.0,4.0
27365201,,closed, Lancet HIV,2016-07-01,2016.0,7.0
27362678,,closed, Med J Aust,2016-07-04,2016.0,7.0
27362516,,closed, Nurs Res,,,
27358809,,closed, Public Health Action,2016-06-21,2016.0,6.0
27358803,,closed, Public Health Action,2016-06-21,2016.0,6.0
27358802,,closed, Public Health Action,2016-06-21,2016.0,6.0
27358796,,closed, Public Health Action,2016-06-21,2016.0,6.0
27358630,PMC4915402,open, Afr Health Sci,2016-03-01,2016.0,3.0
27358607,PMC4915419,open, Afr Health Sci,2016-03-01,2016.0,3.0
27357190,PMC4928303,open, Virol J,2016-06-29,2016.0,6.0
27357072,,closed, Glob Health Action,2016-06-28,2016.0,6.0
27355962,PMC4962178,open, Int J Environ Res Public Health,2016-06-27,2016.0,6.0
27355616,,closed, Women Health,2017-08-01,2017.0,8.0
27355532,EMS69172,open, N Engl J Med,2016-06-30,2016.0,6.0
27355506,PMC5113236,open, J Acquir Immune Defic Syndr,2016-08-01,2016.0,8.0
27355505,PMC5113239,open, J Acquir Immune Defic Syndr,2016-08-01,2016.0,8.0
27355501,PMC5113246,open, J Acquir Immune Defic Syndr,2016-08-01,2016.0,8.0
27355497,PMC5113237,open, J Acquir Immune Defic Syndr,2016-08-01,2016.0,8.0
27353868,,closed, J Ethnopharmacol,2016-08-22,2016.0,8.0
27353625,PMC4982256,open, Glob Health Sci Pract,2016-06-27,2016.0,6.0
27353623,PMC4982254,open, Glob Health Sci Pract,2016-06-27,2016.0,6.0
27353295,PMC4924265,open, BMC Health Serv Res,2016-06-28,2016.0,6.0
27353049,,closed, AIDS Res Hum Retroviruses,2016-09-01,2016.0,9.0
27352745,,closed, Lancet Infect Dis,2016-07-01,2016.0,7.0
27352303,PMC4924798,open, PLoS Med,2016-06-28,2016.0,6.0
27351181,PMC4924787,open, PLoS Med,2016-06-28,2016.0,6.0
