pmid,pmcid,isopen,journal,date,year,month
29143625,PMC5688463,open, BMC Infect Dis,2017-11-01,2017.0,11.0
29143187,PMC5847163,open, Virus Genes,2018-02-01,2018.0,2.0
29142953,PMC5678678,open, Kidney Int Rep,2016-11-30,2016.0,11.0
29142587,PMC5670732,open, Infect Agent Cancer,2017-11-03,2017.0,11.0
29141606,PMC5688631,open, BMC Infect Dis,2017-11-15,2017.0,11.0
29140932,,closed, Pediatr Infect Dis J,2018-07-01,2018.0,7.0
29140577,,closed, Ecol Appl,2018-03-01,2018.0,3.0
29140236,,closed, Am J Trop Med Hyg,2017-11-01,2017.0,11.0
29138660,PMC5681005,open, Pan Afr Med J,2017-09-13,2017.0,9.0
29138657,PMC5680999,open, Pan Afr Med J,2017-09-13,2017.0,9.0
29138653,PMC5681014,open, Pan Afr Med J,2017-09-05,2017.0,9.0
29138640,,closed, J Trop Med,2017-01-01,2017.0,1.0
29138460,PMC5686149,open, Sci Rep,2017-11-14,2017.0,11.0
29137506,,closed, Health Aff (Millwood),2017-11-01,2017.0,11.0
29136150,,closed, Int J Qual Health Care,2017-11-01,2017.0,11.0
29135779,,closed, Med Care,2017-12-01,2017.0,12.0
29135656,NIHMS913730,open, J Acquir Immune Defic Syndr,2018-02-01,2018.0,2.0
29135646,,closed, Curr Sports Med Rep,,,
29135578,,closed, AIDS,2018-01-14,2018.0,1.0
29135576,NIHMS924055,open, AIDS,2018-01-14,2018.0,1.0
29134178,PMC5675920,open, Afr J Disabil,2017-10-20,2017.0,10.0
29133803,PMC5684367,open, Sci Rep,2017-11-13,2017.0,11.0
29132760,,closed, Lancet Gastroenterol Hepatol,2017-12-01,2017.0,12.0
29132759,,closed, Lancet Gastroenterol Hepatol,2017-12-01,2017.0,12.0
29132398,PMC5683242,open, J Ethnobiol Ethnomed,2017-11-13,2017.0,11.0
29132323,PMC5683570,open, BMC Cancer,2017-11-13,2017.0,11.0
29130605,,closed, J Int AIDS Soc,2017-11-01,2017.0,11.0
29130333,NIHMS938982,open, AIDS Care,2018-06-01,2018.0,6.0
29130123,PMC5818561,open, Trop Anim Health Prod,2018-03-01,2018.0,3.0
29129186,PMC5682642,open, BMC Med,2017-11-13,2017.0,11.0
29128910,PMC5758471,open, J Assist Reprod Genet,2018-01-01,2018.0,1.0
29126433,PMC5681828,open, Parasit Vectors,2017-11-10,2017.0,11.0
29125454,,closed, Prim Health Care Res Dev,2017-11-01,2017.0,11.0
29124750,,closed, Br J Dermatol,2018-02-01,2018.0,2.0
29124082,PMC5671387,open, Bone Rep,2017-10-16,2017.0,10.0
29121978,PMC5679344,open, BMC Res Notes,2017-11-09,2017.0,11.0
29121954,PMC5679183,open, Malar J,2017-11-09,2017.0,11.0
29121079,PMC5679577,open, PLoS One,2017-11-09,2017.0,11.0
29120433,,closed, Nature,2017-11-09,2017.0,11.0
29119491,,closed, Environ Sci Pollut Res Int,2018-01-01,2018.0,1.0
29118939,,closed, Gastroenterol Hepatol Bed Bench,,,
29117349,PMC5854007,open, J Infect Dis,2017-11-06,2017.0,11.0
29117322,PMC5850020,open, Clin Infect Dis,2017-11-06,2017.0,11.0
29117141,PMC5705978,open, Toxins (Basel),2017-11-08,2017.0,11.0
29116127,PMC5677122,open, Sci Rep,2017-11-07,2017.0,11.0
29115961,PMC5678811,open, Malar J,2017-11-07,2017.0,11.0
29115708,NIHMS924801,open, Pediatr Blood Cancer,2018-03-01,2018.0,3.0
29112745,PMC5853844,open, J Infect Dis,2017-11-03,2017.0,11.0
29112074,NIHMS917330,open, AIDS,2018-01-14,2018.0,1.0
29110724,PMC5674850,open, Parasit Vectors,2017-11-06,2017.0,11.0
29110670,PMC5674686,open, Malar J,2017-11-06,2017.0,11.0
29109379,PMC5712984,open, Sensors (Basel),2017-10-29,2017.0,10.0
29108797,PMC5739875,open, Lancet Infect Dis,2018-01-01,2018.0,1.0
29108555,,closed, J Therm Biol,2017-12-01,2017.0,12.0
29108000,PMC5690691,open, PLoS Pathog,2017-11-06,2017.0,11.0
29107977,PMC5673164,open, PLoS One,2017-11-06,2017.0,11.0
29107569,PMC5742035,open, J Adolesc Health,2018-01-01,2018.0,1.0
29107565,,closed, Int J Med Inform,2018-06-01,2018.0,6.0
29104769,PMC5663259,open, BMJ Glob Health,2017-10-23,2017.0,10.0
29103631,,closed, J Environ Radioact,2018-08-01,2018.0,8.0
29100529,PMC5670520,open, BMC Res Notes,2017-11-03,2017.0,11.0
29099780,PMC5713137,open, Sensors (Basel),2017-11-03,2017.0,11.0
29098809,,closed, J Int AIDS Soc,2017-11-01,2017.0,11.0
29098110,,closed, Scientifica (Cairo),2017-01-01,2017.0,1.0
29098016,PMC5632926,open, Int J Digit Earth,2017-10-03,2017.0,10.0
29097339,PMC5808926,open, J Clin Epidemiol,2018-02-01,2018.0,2.0
29096948,,closed, Lancet,2018-02-10,2018.0,2.0
29095928,PMC5667760,open, PLoS One,2017-11-02,2017.0,11.0
29094456,,closed, BJOG,2018-08-01,2018.0,8.0
29094095,PMC5646879,open, J Glob Oncol,2016-12-21,2016.0,12.0
29094093,PMC5646886,open, J Glob Oncol,2016-11-02,2016.0,11.0
29093961,,closed, BJPsych Int,2017-11-01,2017.0,11.0
29093948,,closed, BJPsych Int,2017-08-01,2017.0,8.0
29093263,PMC5752323,open, JCI Insight,2017-11-02,2017.0,11.0
29091715,PMC5665492,open, PLoS One,2017-11-01,2017.0,11.0
29090394,PMC5878836,open, AIDS Behav,2018-04-01,2018.0,4.0
29090271,,closed, Wellcome Open Res,2017-10-27,2017.0,10.0
29089603,PMC5663962,open, Sci Rep,2017-10-31,2017.0,10.0
29089504,PMC5663947,open, Sci Rep,2017-10-31,2017.0,10.0
29088219,PMC5663372,open, PLoS One,2017-10-31,2017.0,10.0
29087434,,closed, Alcohol Alcohol,2018-01-01,2018.0,1.0
29086875,PMC5548703,open, Chem Cent J,2017-08-08,2017.0,8.0
29086630,,closed, Int Q Community Health Educ,2017-07-01,2017.0,7.0
29086217,PMC5682212,open, Cancer Causes Control,2017-11-01,2017.0,11.0
29085377,,closed, Front Plant Sci,2017-09-26,2017.0,9.0
29084570,PMC5663105,open, Parasit Vectors,2017-10-30,2017.0,10.0
29082268,,closed, Am J Dig Dis (Madison),2017-01-01,2017.0,1.0
29082019,PMC5656119,open, BMJ Glob Health,2017-08-30,2017.0,8.0
29082016,PMC5656137,open, BMJ Glob Health,2017-08-30,2017.0,8.0
29081995,PMC5656138,open, BMJ Glob Health,2017-06-02,2017.0,6.0
29081894,,closed, Oxid Med Cell Longev,2017-01-01,2017.0,1.0
29081828,,closed, Comput Math Methods Med,2017-01-01,2017.0,1.0
29080611,,closed, Asian Pac J Trop Med,2017-09-01,2017.0,9.0
29080301,,closed, Glob Chang Biol,2018-02-01,2018.0,2.0
29080284,,closed, J Paediatr Child Health,2018-03-01,2018.0,3.0
29079946,,closed, AIDS Behav,2018-05-01,2018.0,5.0
29079606,PMC5665233,open, BMJ Open,2017-10-27,2017.0,10.0
29079186,PMC5766739,open, Acta Trop,2018-02-01,2018.0,2.0
29078819,PMC5659020,open, BMC Res Notes,2017-10-27,2017.0,10.0
29078773,PMC5658967,open, Malar J,2017-10-27,2017.0,10.0
29077728,PMC5659646,open, PLoS One,2017-10-27,2017.0,10.0
29076967,,closed, Simul Healthc,2017-12-01,2017.0,12.0
29076883,NIHMS912904,open, J Acquir Immune Defic Syndr,2018-02-01,2018.0,2.0
29076401,,closed, J Health Psychol,2018-02-01,2018.0,2.0
29075505,PMC5648473,open, Gynecol Oncol Res Pract,2017-10-18,2017.0,10.0
29074880,PMC5658399,open, Nat Commun,2017-10-26,2017.0,10.0
29073928,PMC5658910,open, Trials,2017-10-26,2017.0,10.0
29073144,PMC5675461,open, PLoS Negl Trop Dis,2017-10-26,2017.0,10.0
29072498,,closed, Ecol Food Nutr,,,
29072204,,closed, Indian J Dent Res,,,
29067855,,closed, AIDS Care,2018-04-01,2018.0,4.0
29066593,PMC5957074,open, Tob Control,2017-11-01,2017.0,11.0
29065854,PMC5653996,open, BMC Infect Dis,2017-10-24,2017.0,10.0
29063732,,closed, Matern Child Nutr,2018-04-01,2018.0,4.0
29063354,,closed, Trop Anim Health Prod,2018-02-01,2018.0,2.0
29063228,,closed, World J Surg,2017-12-01,2017.0,12.0
29062918,,closed, Wellcome Open Res,2017-09-26,2017.0,9.0
29062916,,closed, Wellcome Open Res,2017-09-19,2017.0,9.0
29062911,,closed, Wellcome Open Res,2017-11-01,2017.0,11.0
29062078,PMC5653838,open, Sci Rep,2017-10-23,2017.0,10.0
29062060,PMC5653843,open, Sci Rep,2017-10-23,2017.0,10.0
29059205,PMC5653331,open, PLoS One,2017-10-23,2017.0,10.0
29059190,PMC5667887,open, PLoS Negl Trop Dis,2017-10-23,2017.0,10.0
29058605,PMC5651631,open, BMC Vet Res,2017-10-23,2017.0,10.0
29058457,,closed, AIDS Care,2018-06-01,2018.0,6.0
29057716,,closed, Environ Technol,2017-10-23,2017.0,10.0
29056574,,closed, J Mol Diagn,2018-01-01,2018.0,1.0
29056423,,closed, Vaccine,2017-12-04,2017.0,12.0
29054547,,closed, Ticks Tick Borne Dis,2018-01-01,2018.0,1.0
29053822,,closed, Poult Sci,2017-12-01,2017.0,12.0
29053576,PMC5664760,open, Int J Environ Res Public Health,2017-10-20,2017.0,10.0
29052018,PMC5758675,open, AIDS Behav,2018-01-01,2018.0,1.0
29051705,PMC5637965,open, Environ Health Insights,2017-10-09,2017.0,10.0
29051441,PMC5606676,open, Toxics,2017-03-11,2017.0,3.0
29051379,PMC5682622,open, Science,2017-10-20,2017.0,10.0
29050889,,closed, Surgery,2017-12-01,2017.0,12.0
29048509,PMC5850419,open, Clin Infect Dis,2017-10-16,2017.0,10.0
29047004,PMC5878702,open, J Youth Adolesc,2018-05-01,2018.0,5.0
29046582,PMC5656403,open, Nat Ecol Evol,2017-08-01,2017.0,8.0
29045665,,closed, J Econ Entomol,2017-12-05,2017.0,12.0
29045595,,closed, Environ Entomol,2017-12-08,2017.0,12.0
29045429,PMC5646754,open, PLoS Negl Trop Dis,2017-10-18,2017.0,10.0
29045404,PMC5685644,open, PLoS Negl Trop Dis,2017-10-18,2017.0,10.0
29045275,NIHMS922291,open, Acad Med,2017-12-01,2017.0,12.0
29044367,PMC5914424,open, Trans R Soc Trop Med Hyg,2017-06-01,2017.0,6.0
29043890,,closed, Cult Health Sex,2018-07-01,2018.0,7.0
29043423,PMC5608771,open, Pediatr Radiol,2017-10-01,2017.0,10.0
29042191,,closed, Glob Heart,2018-03-01,2018.0,3.0
29040666,PMC5853905,open, J Infect Dis,2017-12-19,2017.0,12.0
29040656,,closed, J Am Med Inform Assoc,2018-06-01,2018.0,6.0
29040633,PMC5853791,open, J Infect Dis,2017-12-19,2017.0,12.0
29040267,PMC5659797,open, PLoS Negl Trop Dis,2017-10-17,2017.0,10.0
29040262,PMC5659799,open, PLoS Negl Trop Dis,2017-10-17,2017.0,10.0
29039800,PMC5664028,open, Foods,2017-10-17,2017.0,10.0
29038829,,closed, World J Surg,2017-12-01,2017.0,12.0
29037287,,closed, Int J Tuberc Lung Dis,2017-11-01,2017.0,11.0
29036530,PMC5886285,open, Health Policy Plan,2018-01-01,2018.0,1.0
29036415,,closed, Lab Med,2017-11-08,2017.0,11.0
29036378,,closed, Health Policy Plan,2017-12-01,2017.0,12.0
29034123,,closed, PLoS Curr,2017-09-05,2017.0,9.0
29033136,,closed, J Hum Evol,2017-10-12,2017.0,10.0
29033034,PMC5805911,open, Lancet Infect Dis,2018-02-01,2018.0,2.0
29032631,,closed, Matern Child Nutr,2017-10-01,2017.0,10.0
29032396,PMC5730630,open, Cardiovasc Drugs Ther,2017-12-01,2017.0,12.0
29031815,PMC5861297,open, Contraception,2018-03-01,2018.0,3.0
29029086,PMC5886164,open, Health Policy Plan,2017-12-01,2017.0,12.0
29029033,PMC5848251,open, Clin Infect Dis,2017-11-29,2017.0,11.0
29028662,NIHMS910221,open, AIDS,2018-01-02,2018.0,1.0
29028659,,closed, AIDS,2017-11-28,2017.0,11.0
29028275,,closed, Indoor Air,2018-03-01,2018.0,3.0
29027836,,closed, J Palliat Med,2018-03-01,2018.0,3.0
29026997,,closed, Support Care Cancer,2018-02-01,2018.0,2.0
29026387,PMC5636231,open, Afr Health Sci,2017-03-01,2017.0,3.0
29025826,PMC5652550,open, BMJ Open,2017-10-11,2017.0,10.0
29025479,,closed, Int J Tuberc Lung Dis,2017-11-01,2017.0,11.0
29025420,PMC5639748,open, BMC Genomics,2017-10-12,2017.0,10.0
29025398,PMC5639742,open, BMC Int Health Hum Rights,2017-10-12,2017.0,10.0
29024632,,closed, Biochem Biophys Res Commun,2017-12-09,2017.0,12.0
29023464,PMC5638250,open, PLoS One,2017-10-12,2017.0,10.0
29023138,,closed, Appl Neuropsychol Child,2017-10-12,2017.0,10.0
29022054,,closed, Int Urogynecol J,2018-09-01,2018.0,9.0
29021774,,closed, Front Psychol,2017-10-05,2017.0,10.0
29020970,PMC5637339,open, Malar J,2017-10-11,2017.0,10.0
29020966,PMC5637332,open, Reprod Health,2017-10-11,2017.0,10.0
29020846,,closed, Palliat Med,2018-01-01,2018.0,1.0
29020230,PMC5850545,open, Clin Infect Dis,2018-01-06,2018.0,1.0
29019978,PMC5660624,open, Nature,2017-10-26,2017.0,10.0
29018841,,closed, Wellcome Open Res,2017-08-24,2017.0,8.0
29018599,PMC5633020,open, PeerJ,2017-10-06,2017.0,10.0
29018067,PMC5652492,open, BMJ Open,2017-10-10,2017.0,10.0
29017605,PMC5634898,open, Trials,2017-10-10,2017.0,10.0
29017572,PMC5635580,open, Parasit Vectors,2017-10-10,2017.0,10.0
29017550,PMC5634860,open, BMC Res Notes,2017-10-10,2017.0,10.0
29017483,PMC5635496,open, BMC Infect Dis,2017-10-10,2017.0,10.0
29016638,PMC5634596,open, PLoS One,2017-10-10,2017.0,10.0
29016523,NIHMS908600,open, J Acquir Immune Defic Syndr,2018-01-01,2018.0,1.0
29016323,,closed, Am J Trop Med Hyg,2017-11-01,2017.0,11.0
29016317,,closed, Am J Trop Med Hyg,2017-11-01,2017.0,11.0
28992303,PMC5629815,open, Genome Biol Evol,2017-10-01,2017.0,10.0
28992220,PMC5860135,open, Am J Epidemiol,2018-02-01,2018.0,2.0
28991913,PMC5633147,open, PLoS One,2017-10-09,2017.0,10.0
28991909,PMC5648262,open, PLoS Negl Trop Dis,2017-10-09,2017.0,10.0
28990670,,closed, J Sci Food Agric,2018-04-01,2018.0,4.0
28990417,,closed, AIDS Care,2018-05-01,2018.0,5.0
28989980,,closed, Wellcome Open Res,2017-08-22,2017.0,8.0
28989861,PMC5614018,open, Glob Food Sec,2017-09-01,2017.0,9.0
28984493,,closed, Glob Public Health,2018-09-01,2018.0,9.0
28983847,,closed, Environ Sci Pollut Res Int,2017-12-01,2017.0,12.0
28982175,PMC5628861,open, PLoS One,2017-10-05,2017.0,10.0
28981667,PMC5886069,open, Health Policy Plan,2017-11-01,2017.0,11.0
28981505,PMC5628785,open, PLoS Negl Trop Dis,2017-10-05,2017.0,10.0
28981457,PMC5691713,open, Nutrients,2017-10-05,2017.0,10.0
28980833,,closed, J Comp Eff Res,2018-03-01,2018.0,3.0
28980215,,closed, Environ Sci Pollut Res Int,2017-12-01,2017.0,12.0
28979628,PMC5622816,open, Pan Afr Med J,2017-07-28,2017.0,7.0
28979621,PMC5622809,open, Pan Afr Med J,2017-07-24,2017.0,7.0
28978294,,closed, Afr J AIDS Res,2017-09-01,2017.0,9.0
28975484,PMC5820152,open, AIDS Behav,2018-02-01,2018.0,2.0
28974208,PMC5627429,open, BMC Public Health,2017-10-03,2017.0,10.0
28974204,PMC5627396,open, Malar J,2017-10-03,2017.0,10.0
28974171,,closed, J Child Adolesc Ment Health,2017-09-01,2017.0,9.0
28973672,PMC5853881,open, J Infect Dis,2017-11-27,2017.0,11.0
28973483,PMC5853596,open, J Infect Dis,2017-10-17,2017.0,10.0
28969654,PMC5625602,open, Virol J,2017-10-02,2017.0,10.0
28968877,PMC5913648,open, J Infect Dis,2017-12-12,2017.0,12.0
28968759,PMC5853809,open, J Infect Dis,2017-11-27,2017.0,11.0
28968447,PMC5624622,open, PLoS One,2017-10-02,2017.0,10.0
28968393,PMC5638605,open, PLoS Negl Trop Dis,2017-10-02,2017.0,10.0
28966793,EMS73725,open, BMJ Glob Health,2017-05-29,2017.0,5.0
28965672,,closed, Mar Environ Res,2017-10-01,2017.0,10.0
28965304,PMC5780531,open, Trop Anim Health Prod,2018-02-01,2018.0,2.0
28965235,,closed, Cardiovasc Drugs Ther,2017-12-01,2017.0,12.0
28964364,,closed, Food Res Int,2017-10-01,2017.0,10.0
28964312,,closed, Int J Pediatr Otorhinolaryngol,2017-10-01,2017.0,10.0
28963240,,closed, Science,2017-09-29,2017.0,9.0
28963171,PMC5620333,open, Glob Health Sci Pract,2017-09-28,2017.0,9.0
28962566,PMC5622500,open, BMC Womens Health,2017-09-29,2017.0,9.0
28962552,PMC5622450,open, BMC Infect Dis,2017-09-29,2017.0,9.0
28961737,PMC5890687,open, J Antimicrob Chemother,2017-11-01,2017.0,11.0
28961676,NIHMS905674,open, J Acquir Immune Defic Syndr,2017-12-15,2017.0,12.0
28961238,PMC5636163,open, PLoS Negl Trop Dis,2017-09-29,2017.0,9.0
28960243,NIHMS904370,open, Biometrics,2018-06-01,2018.0,6.0
28959439,PMC5609512,open, J Glob Health,2017-12-01,2017.0,12.0
28951987,PMC5792313,open, Breast Cancer Res Treat,2018-01-01,2018.0,1.0
28950919,,closed, Animal,2018-04-01,2018.0,4.0
28948926,,closed, Lancet Infect Dis,2017-10-01,2017.0,10.0
28948472,,closed, Trop Anim Health Prod,2018-01-01,2018.0,1.0
28947909,,closed, Evid Based Complement Alternat Med,2017-01-01,2017.0,1.0
28947325,,closed, J Pediatr Surg,2017-12-01,2017.0,12.0
28946888,PMC5613489,open, BMC Health Serv Res,2017-09-25,2017.0,9.0
28946854,PMC5613372,open, BMC Infect Dis,2017-09-25,2017.0,9.0
28944990,,closed, Matern Child Nutr,2018-04-01,2018.0,4.0
28944301,,closed, Wellcome Open Res,2017-08-18,2017.0,8.0
28944300,,closed, Wellcome Open Res,2017-11-22,2017.0,11.0
28944299,,closed, Wellcome Open Res,2017-09-05,2017.0,9.0
28943879,,closed, Front Immunol,2017-09-08,2017.0,9.0
28942108,,closed, Trends Parasitol,2017-12-01,2017.0,12.0
28941104,,closed, World Psychiatry,2017-10-01,2017.0,10.0
28939989,,closed, Genetica,2017-12-01,2017.0,12.0
28939979,,closed, Genetica,2017-12-01,2017.0,12.0
28939581,PMC5623463,open, BMJ Open,2017-09-21,2017.0,9.0
28938885,PMC5610540,open, Reprod Health,2017-09-22,2017.0,9.0
28938870,PMC5610464,open, BMC Microbiol,2017-09-22,2017.0,9.0
28938123,PMC5679310,open, Cell,2017-09-21,2017.0,9.0
28937082,,closed, Saudi J Kidney Dis Transpl,,,
28936418,PMC5594271,open, Afr J Disabil,2017-09-08,2017.0,9.0
28935778,,closed, Science,2017-09-22,2017.0,9.0
28934463,,closed, J Infect Dis,2017-09-15,2017.0,9.0
28934430,PMC5853903,open, J Infect Dis,2017-09-15,2017.0,9.0
28934428,PMC5853680,open, J Infect Dis,2017-09-15,2017.0,9.0
28934333,PMC5608323,open, PLoS One,2017-09-21,2017.0,9.0
28934312,PMC5608343,open, PLoS One,2017-09-21,2017.0,9.0
28933421,,closed, Nat Rev Dis Primers,2017-09-21,2017.0,9.0
28933280,,closed, Curr HIV Res,2017-11-23,2017.0,11.0
28932770,PMC5596214,open, Data Brief,2017-08-30,2017.0,8.0
28931915,PMC5607231,open, Sci Rep,2017-09-20,2017.0,9.0
28931859,PMC5607244,open, Sci Rep,2017-09-20,2017.0,9.0
28931756,PMC5621919,open, JCI Insight,2017-09-21,2017.0,9.0
28931584,,closed, J Nutr,2017-12-01,2017.0,12.0
28931399,PMC5607512,open, Malar J,2017-09-20,2017.0,9.0
28931236,PMC5853855,open, J Infect Dis,2017-08-15,2017.0,8.0
28931140,,closed, J Travel Med,2017-09-01,2017.0,9.0
28929127,,closed, ScientificWorldJournal,2017-01-01,2017.0,1.0
28928433,PMC5605501,open, Sci Rep,2017-09-20,2017.0,9.0
28928185,PMC5623534,open, BMJ Open,2017-09-18,2017.0,9.0
28927428,PMC5606043,open, Parasit Vectors,2017-09-19,2017.0,9.0
28927420,PMC5606012,open, Malar J,2017-09-19,2017.0,9.0
28926628,PMC5605051,open, PLoS One,2017-09-19,2017.0,9.0
28925740,,closed, Am J Respir Crit Care Med,2018-04-01,2018.0,4.0
28925036,,closed, Matern Child Nutr,2018-04-01,2018.0,4.0
28924616,NIHMS843246,open, Parasite Epidemiol Control,2017-02-01,2017.0,2.0
28924198,PMC5603584,open, Sci Rep,2017-09-18,2017.0,9.0
28924183,PMC5858954,open, Mol Psychiatry,2017-09-19,2017.0,9.0
28923540,,closed, Curr Opin Genet Dev,2017-12-01,2017.0,12.0
28923070,PMC5604359,open, Int J Health Geogr,2017-09-18,2017.0,9.0
28923011,PMC5604156,open, BMC Pregnancy Childbirth,2017-09-18,2017.0,9.0
28919349,,closed, J Infect,2018-02-01,2018.0,2.0
28918468,,closed, Trop Anim Health Prod,2018-01-01,2018.0,1.0
28917960,,closed, Lancet,2018-12-23,2018.0,12.0
28917958,,closed, Lancet,2018-12-23,2018.0,12.0
28915992,,closed, J Adolesc Health,2017-10-01,2017.0,10.0
28915991,,closed, J Adolesc Health,2017-10-01,2017.0,10.0
28915986,,closed, J Adolesc Health,2017-10-01,2017.0,10.0
28915796,PMC5602922,open, BMC Infect Dis,2017-09-16,2017.0,9.0
28913655,,closed, Theor Appl Genet,2017-12-01,2017.0,12.0
28912951,PMC5590155,open, BMC Hematol,2017-09-07,2017.0,9.0
28912368,PMC5613819,open, Pediatrics,2017-10-01,2017.0,10.0
28911764,PMC5599304,open, Lancet Glob Health,2017-10-01,2017.0,10.0
28911762,,closed, Lancet Glob Health,2017-10-01,2017.0,10.0
28911758,PMC5712669,open, Lancet Glob Health,2017-10-01,2017.0,10.0
28911332,PMC5599878,open, Int J Equity Health,2017-09-15,2017.0,9.0
28911328,PMC5599882,open, Int J Equity Health,2017-09-15,2017.0,9.0
28911325,PMC5599897,open, Int J Equity Health,2017-09-15,2017.0,9.0
28911226,,closed, J Agric Food Chem,2017-10-04,2017.0,10.0
28911061,PMC5834011,open, Ann Oncol,2017-09-01,2017.0,9.0
28910280,PMC5598936,open, PLoS Comput Biol,2017-09-14,2017.0,9.0
28906541,,closed, Cardiovasc J Afr,,,
28905131,,closed, Mamm Genome,2017-12-01,2017.0,12.0
28905004,,closed, Wellcome Open Res,2017-08-10,2017.0,8.0
28904707,PMC5579450,open, Pan Afr Med J,2017-07-06,2017.0,7.0
28904705,PMC5579427,open, Pan Afr Med J,2017-07-05,2017.0,7.0
28904691,PMC5567945,open, Pan Afr Med J,2017-06-30,2017.0,6.0
28904656,PMC5567942,open, Pan Afr Med J,2017-06-16,2017.0,6.0
28903759,PMC5598078,open, Infect Dis Poverty,2017-09-14,2017.0,9.0
28903758,PMC5598012,open, Malar J,2017-09-13,2017.0,9.0
28903628,NIHMS927840,open, Cult Health Sex,2018-06-01,2018.0,6.0
28902680,,closed, J Acquir Immune Defic Syndr,2017-10-01,2017.0,10.0
28901831,,closed, Qual Health Res,2017-12-01,2017.0,12.0
28901285,25923,open, Elife,2017-09-13,2017.0,9.0
28899379,PMC5596856,open, Malar J,2017-09-12,2017.0,9.0
28899355,PMC5596489,open, Genet Sel Evol,2017-09-12,2017.0,9.0
28899162,,closed, AIDS Res Hum Retroviruses,2017-09-13,2017.0,9.0
28894986,PMC5845763,open, AIDS Behav,2018-06-01,2018.0,6.0
28894259,PMC5593931,open, Sci Rep,2017-09-11,2017.0,9.0
28893995,PMC5625913,open, Proc Natl Acad Sci U S A,2017-09-26,2017.0,9.0
28893728,,closed, BMJ,2017-09-11,2017.0,9.0
28893304,PMC5594430,open, AIDS Res Ther,2017-09-12,2017.0,9.0
28891957,,closed, Molecules,2017-09-10,2017.0,9.0
28891350,,closed, Ann Hum Biol,2017-11-01,2017.0,11.0
28891343,NIHMS967074,open, Expert Opin Pharmacother,2018-01-01,2018.0,1.0
28886724,PMC5591540,open, Malar J,2017-09-08,2017.0,9.0
28886072,PMC5590832,open, PLoS One,2017-09-08,2017.0,9.0
28886013,PMC5607213,open, PLoS Negl Trop Dis,2017-09-08,2017.0,9.0
28885892,,closed, Popul Health Manag,2018-06-01,2018.0,6.0
28885271,NIHMS903597,open, J Acquir Immune Defic Syndr,2017-12-15,2017.0,12.0
28884701,,closed, Lancet Oncol,2017-09-01,2017.0,9.0
28884158,,closed, Wellcome Open Res,2017-07-26,2017.0,7.0
28883985,PMC5567538,open, Trop Dis Travel Med Vaccines,2017-08-22,2017.0,8.0
28883981,PMC5531070,open, Trop Dis Travel Med Vaccines,2017-06-06,2017.0,6.0
28883972,PMC5530968,open, Trop Dis Travel Med Vaccines,2017-01-13,2017.0,1.0
28883968,PMC5530917,open, Trop Dis Travel Med Vaccines,2016-10-13,2016.0,10.0
28883927,PMC5531306,open, BMJ Open Respir Res,2017-06-30,2017.0,6.0
28882657,,closed, J Infect,2017-12-01,2017.0,12.0
28880965,PMC5605091,open, PLoS Negl Trop Dis,2017-09-07,2017.0,9.0
28880962,PMC5589249,open, PLoS One,2017-09-07,2017.0,9.0
28880904,PMC5589171,open, PLoS One,2017-09-07,2017.0,9.0
28880880,PMC5589082,open, PLoS One,2017-09-07,2017.0,9.0
28880878,PMC5589146,open, PLoS Negl Trop Dis,2017-09-07,2017.0,9.0
28880813,,closed, J Prev Interv Community,,,
28879153,PMC5523947,open, Afr J Lab Med,2017-04-24,2017.0,4.0
28879133,PMC5433832,open, Afr J Lab Med,2016-10-17,2016.0,10.0
28879123,PMC5433822,open, Afr J Lab Med,2016-10-12,2016.0,10.0
28879121,PMC5433820,open, Afr J Lab Med,2016-10-17,2016.0,10.0
28879116,PMC5436407,open, Afr J Lab Med,2016-09-30,2016.0,9.0
28879112,PMC5436402,open, Afr J Lab Med,2016-10-17,2016.0,10.0
28878055,PMC5597820,open, Proc Biol Sci,2017-09-13,2017.0,9.0
28878035,,closed, J Nutr,2017-10-01,2017.0,10.0
28877729,PMC5588612,open, Trials,2017-09-07,2017.0,9.0
28876554,,closed, S Afr J Surg,2017-03-01,2017.0,3.0
28876312,NIHMS883461,open, Sex Transm Dis,2017-12-01,2017.0,12.0
28875567,,closed, Ecology,2017-12-01,2017.0,12.0
28874830,PMC5585321,open, Sci Rep,2017-09-05,2017.0,9.0
28873744,,closed, Food Res Int,2017-10-01,2017.0,10.0
28873690,,closed, Food Res Int,2017-10-01,2017.0,10.0
28873564,,closed, Food Chem,2018-01-15,2018.0,1.0
28873442,PMC5600385,open, PLoS Negl Trop Dis,2017-09-05,2017.0,9.0
28873394,PMC5600407,open, PLoS Negl Trop Dis,2017-09-05,2017.0,9.0
28867987,PMC5569464,open, Int J Appl Earth Obs Geoinf,2017-07-01,2017.0,7.0
28865422,PMC5581434,open, BMC Cancer,2017-09-02,2017.0,9.0
28865146,,closed, Glob Chang Biol,2018-01-01,2018.0,1.0
28863305,,closed, Phytochemistry,2017-12-01,2017.0,12.0
28863133,PMC5599053,open, PLoS Negl Trop Dis,2017-09-01,2017.0,9.0
28862073,,closed, Int J Soc Psychiatry,2017-12-01,2017.0,12.0
28861459,PMC5558466,open, Gynecol Oncol Rep,2017-07-20,2017.0,7.0
28859429,,closed, J Infect Dis,2017-08-01,2017.0,8.0
28859090,PMC5578572,open, PLoS One,2017-08-31,2017.0,8.0
