Pmid,Journal,Year,Month,Pmcid,Status
21936958,BMC health services research,2011,9,PMC3197493,open
21941095,Human vaccines,2011,10,NA,closed
21941427,Infectious diseases in obstetrics and gynecology,2011,1,PMC3177090,open
21944096,The Journal of urology,2011,11,NA,closed
21944490,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2011,12,NA,closed
21946838,Journal of physical activity & health,2012,1,NA,closed
2194778,East African medical journal,1990,4,NA,closed
21957674,Journal of health population and nutrition,2011,8,PMC3190366,open
21959484,The Journal of craniofacial surgery,2011,9,NA,closed
21961644,BMC ear nose and throat disorders,2011,9,PMC3190331,open
21961798,BMC medical ethics,2011,10,PMC3200159,open
21961890,BMC infectious diseases,2011,9,PMC3207914,open
21963291,Research in veterinary science,2012,10,PMC3778997,open
21963940,Journal of acquired immune deficiency syndromes (1999),2011,12,PMC3779789,open
21965953,Indian journal of psychiatry,1984,1,PMC3012250,open
21968065,Fitoterapia,2012,1,NA,closed
2196934,British journal of obstetrics and gynaecology,1990,1,NA,closed
21972831,Culture health & sexuality,2004,1,NA,closed
21978557,Parasites & vectors,2011,10,PMC3193033,open
21979929,Planta medica,2012,1,NA,closed
21985366,Clinical and experimental immunology,2011,11,PMC3219895,open
21986544,International journal of biological macromolecules,2012,1,NA,closed
21987946,African journal of reproductive health,2011,3,NA,closed
21988790,International perspectives on sexual and reproductive health,2011,9,NA,closed
21992977,Sexually transmitted diseases,2011,11,PMC3193282,open
21992985,Sexually transmitted diseases,2011,11,NA,closed
21998426,Journal of clinical microbiology,2011,12,PMC3232969,open
21998698,PloS one,2011,1,PMC3188575,open
2201113,Transactions of the Royal Society of Tropical Medicine and Hygiene,1990,1,NA,closed
22014254,Substance abuse,2011,10,NA,closed
22015426,Acta tropica,2012,1,PMC3298846,open
2201768,Journal of medical entomology,1990,7,NA,closed
22017717,Journal of travel medicine,NA,NA,NA,closed
22018133,Contraception,2011,11,NA,closed
22020309,Journal of ethnopharmacology,2012,1,NA,closed
2203814,Journal of clinical microbiology,1990,8,PMC268057,open
22038426,African journal of psychiatry,2011,9,NA,closed
22039780,Malaria journal,2011,10,PMC3217875,open
22039838,Malaria journal,2011,10,PMC3227612,open
22039892,Malaria journal,2011,10,PMC3223147,open
22039922,Malaria journal,2011,10,PMC3224783,open
22044635,BMC infectious diseases,2011,11,PMC3217941,open
22048422,Journal of water and health,2011,12,NA,closed
22052701,Journal of tropical pediatrics,2012,8,NA,closed
22052967,Journal of telemedicine and telecare,2012,1,NA,closed
22054573,Journal of environmental management,2012,1,NA,closed
22055174,Air medical journal,NA,NA,NA,closed
22055986,Sexual & reproductive healthcare : official journal of the Swedish Association of Midwives,2011,11,NA,closed
22056047,Meat science,1987,1,NA,closed
22063189,Meat science,1998,1,NA,closed
22065665,Indian journal of psychiatry,1981,1,PMC3013196,open
22066298,East African journal of public health,2011,6,NA,closed
22066325,East African journal of public health,2010,12,NA,closed
22066330,East African journal of public health,2010,12,NA,closed
22066335,East African journal of public health,2010,12,NA,closed
22069119,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,2012,3,NA,closed
22070162,Journal of medical primatology,2012,4,NA,closed
22073802,Food and nutrition bulletin,2011,9,NA,closed
2207399,BMJ (Clinical research ed.),1990,9,PMC1663772,open
22075813,The Journal of craniofacial surgery,2011,11,NA,closed
22077875,AIDS research and human retroviruses,2012,7,NA,closed
22078071,BMC health services research,2011,11,PMC3236590,open
22080515,Health policy and planning,2012,9,NA,closed
22084510,Bulletin of the World Health Organization,2011,10,PMC3209982,open
22084762,ISRN surgery,2011,1,PMC3200093,open
22085306,AIDS care,2012,1,PMC3932299,open
22085702,BMC medical ethics,2011,11,PMC3225323,open
22087385,Sultan Qaboos University medical journal,2011,8,PMC3210053,open
22099439,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2011,11,NA,closed
22100616,Aquatic toxicology (Amsterdam Netherlands),2012,1,NA,closed
22102856,PloS one,2011,1,PMC3213089,open
22104122,International journal of food microbiology,2012,2,NA,closed
22104475,The Journal of hospital infection,2012,1,NA,closed
22107097,Avian pathology : journal of the W.V.P.A,2011,12,NA,closed
22112734,Journal of infection in developing countries,2011,11,NA,closed
22117602,BMC pediatrics,2011,11,PMC3314405,open
2211865,Journal of cell science,1990,6,NA,closed
22119107,Epilepsy & behavior : E&B,2012,1,PMC3405525,open
22121429,The Pan African medical journal,2011,1,PMC3201586,open
22123687,Antimicrobial agents and chemotherapy,2012,2,PMC3264213,open
22126319,Neuropathology and applied neurobiology,2012,8,NA,closed
22126834,Journal of lower genital tract disease,2012,4,PMC3289722,open
22130608,Bulletin of environmental contamination and toxicology,2012,2,NA,closed
22132875,Implementation science : IS,2011,12,PMC3248845,open
22133536,Lancet (London England),2011,12,PMC3242162,open
22138612,Respiratory physiology & neurobiology,2012,3,NA,closed
22140365,PLoS medicine,2011,11,PMC3226459,open
22141425,AIDS research and therapy,2011,12,PMC3247823,open
22144431,The American journal of tropical medicine and hygiene,2011,12,PMC3225175,open
2214816,Journal of ethnopharmacology,1990,7,NA,closed
22150637,Telemedicine journal and e-health : the official journal of the American Telemedicine Association,NA,NA,PMC3717196,open
22152486,Parasites & vectors,2011,12,PMC3247081,open
22156888,Annals of plastic surgery,2013,1,NA,closed
22156890,Annals of plastic surgery,2013,1,NA,closed
22156966,AIDS (London England),2012,2,PMC3932300,open
22166136,Malaria journal,2011,12,PMC3315680,open
22166489,The Journal of laryngology and otology,2012,3,NA,closed
22169410,The Lancet. Infectious diseases,2012,1,NA,closed
22177819,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,2012,8,NA,closed
22179118,Cardiology,2011,1,NA,closed
22180781,PloS one,2011,1,PMC3236746,open
22182536,Environmental entomology,2010,12,NA,closed
22187619,The Pan African medical journal,2011,1,PMC3240930,open
22196078,Parasites & vectors,2011,12,PMC3269397,open
22196991,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2012,3,NA,closed
22202119,Infection and immunity,2012,3,PMC3294644,open
22204313,Journal of the International AIDS Society,2011,12,PMC3313883,open
22208358,BMC pediatrics,2012,1,PMC3268095,open
22217214,Malaria journal,2012,1,PMC3280165,open
22219174,Tropical animal health and production,2012,8,NA,closed
22221267,Transfusion,2012,7,NA,closed
22221652,Health & place,2012,3,PMC3701841,open
22221821,BMC public health,2012,1,PMC3268707,open
22226153,Veterinary parasitology,2012,1,NA,closed
22233470,BMC public health,2012,1,PMC3280172,open
22234410,Planta medica,2012,3,NA,closed
22238879,Journal of medical entomology,2011,11,NA,closed
22240426,Journal of infection in developing countries,2012,1,NA,closed
22244654,Lancet (London England),2012,2,PMC3273721,open
22251457,Philosophy ethics and humanities in medicine : PEHM,2012,1,PMC3274462,open
22251705,BMC infectious diseases,2012,1,PMC3398263,open
22251706,Journal of medical case reports,2012,1,PMC3315424,open
22253668,The open AIDS journal,2011,1,PMC3257551,open
22256334,Sexually transmitted diseases,2011,6,PMC3548328,open
2226068,Experimental & applied acarology,1990,8,NA,closed
2226235,East African medical journal,1990,7,NA,closed
22262366,The American Journal of dermatopathology,2012,2,NA,closed
2226236,East African medical journal,1990,7,NA,closed
22262792,The Journal of infectious diseases,2012,3,PMC3274378,open
22267945,HIV/AIDS (Auckland N.Z.),2011,1,PMC3257974,open
22271516,Clinical anatomy (New York N.Y.),2012,11,NA,closed
22271947,Bulletin of the World Health Organization,2011,12,PMC3260901,open
22271948,Bulletin of the World Health Organization,2011,12,PMC3260899,open
22272280,PloS one,2012,1,PMC3260199,open
22275941,African health sciences,2011,9,PMC3261000,open
22276105,PloS one,2012,1,PMC3261857,open
22279082,Health policy and planning,2012,10,PMC3465752,open
22283886,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2011,10,NA,closed
22286398,Tropical animal health and production,2012,8,PMC3382655,open
22289638,Molecular and cellular endocrinology,2012,1,PMC4332593,open
22290664,Journal of psychopharmacology (Oxford England),1993,1,NA,closed
22291902,PloS one,2012,1,PMC3266890,open
22292795,AIDS care,2012,1,NA,closed
22295186,International journal of family medicine,2011,1,PMC3263839,open
22297278,Journal of vector borne diseases,2011,12,NA,closed
22304807,Emerging infectious diseases,2012,2,PMC3310467,open
22305545,Veterinary immunology and immunopathology,2012,2,NA,closed
22306288,Journal of ethnopharmacology,2012,3,NA,closed
22307983,American journal of hematology,2013,2,NA,closed
22316236,Malaria journal,2012,2,PMC3306750,open
22320421,Annals of the New York Academy of Sciences,2012,2,PMC3767301,open
22321562,Parasites & vectors,2012,2,PMC3293084,open
22323044,Bulletin of environmental contamination and toxicology,2012,4,NA,closed
22325042,Journal of comparative pathology,NA,NA,NA,closed
22328659,Journal of interpersonal violence,2012,7,NA,closed
22328741,Archives of disease in childhood,2012,4,PMC3329232,open
22331273,Cardiovascular journal of Africa,2012,2,NA,closed
22332149,Sexually transmitted infections,2012,8,NA,closed
22334077,Nature communications,2012,2,PMC3292715,open
22335442,Journal of nutrition in gerontology and geriatrics,2012,1,NA,closed
22336441,International journal of health geographics,2012,2,PMC3292929,open
22337837,Journal of infection in developing countries,2012,2,NA,closed
22343270,Journal of medical Internet research,2012,2,PMC3374525,open
22343965,AIDS (London England),2012,1,NA,closed
22346160,Contemporary clinical dentistry,2011,10,PMC3276860,open
22349308,Bulletin of environmental contamination and toxicology,2012,1,NA,closed
22353553,Journal of the International AIDS Society,2012,2,PMC3298805,open
22354509,Journal of traumatic stress,2012,2,PMC3476455,open
22355442,The Pan African medical journal,2011,1,PMC3215567,open
22363212,PLoS medicine,2012,2,PMC3283546,open
22363489,PloS one,2012,1,PMC3282706,open
22363591,PloS one,2012,1,PMC3283637,open
22364555,Tropical medicine & international health : TM & IH,2012,1,PMC3963456,open
22367424,Journal of chemical ecology,2012,3,NA,closed
22367917,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,2012,4,NA,closed
22368759,The Pan African medical journal,2012,1,PMC3283025,open
22370752,Revista do Instituto de Medicina Tropical de Sao Paulo,NA,NA,NA,closed
22374643,Diabetes care,2012,4,PMC3308294,open
2237509,Social science & medicine (1982),1990,1,NA,closed
22375959,BMC international health and human rights,2011,12,PMC3287458,open
22380785,BMC infectious diseases,2012,3,PMC3306741,open
22381851,World neurosurgery,2013,2,NA,closed
22384044,PloS one,2012,1,PMC3288012,open
22384292,The Pan African medical journal,2011,1,PMC3290876,open
22386656,International journal of oral and maxillofacial surgery,2012,1,NA,closed
22389557,Community eye health,2011,12,PMC3284750,open
22389564,Community eye health,2011,12,PMC3284757,open
22400104,AIDS research and treatment,2012,1,PMC3287023,open
22403224,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2012,4,PMC3297550,open
22405566,Malaria journal,2012,3,PMC3325160,open
22412945,PloS one,2012,1,PMC3296754,open
22417123,Rural and remote health,2012,1,NA,closed
22417336,Journal of food science,2011,1,NA,closed
22420268,Journal of economic entomology,2012,2,NA,closed
22421604,Journal of infection in developing countries,2012,3,NA,closed
22424445,BMC health services research,2012,3,PMC3317843,open
22426893,Journal of chemical ecology,2012,3,PMC3310138,open
22427869,PloS one,2012,1,PMC3302871,open
22428231,Natural product communications,2012,1,NA,closed
22429122,Letters in applied microbiology,2012,6,NA,closed
22429731,BMC pregnancy and childbirth,2012,3,PMC3344691,open
22430854,GM crops & food,NA,NA,NA,closed
22431032,Journal of medical virology,2012,1,PMC3500870,open
22434396,Archives of sexual behavior,2012,12,NA,closed
22435179,Revue scientifique et technique (International Office of Epizootics),2011,12,NA,closed
22437506,Health policy and planning,2013,3,PMC3584990,open
22440419,Animal : an international journal of animal bioscience,2011,9,NA,closed
22442538,Journal of gynecological endoscopy and surgery,2011,1,PMC3304289,open
22443094,BMC genomics,2012,3,PMC3362765,open
22443492,Anatomia histologia embryologia,2012,10,NA,closed
22444283,Animal : an international journal of animal bioscience,2007,3,NA,closed
22454350,Advances in experimental medicine and biology,2012,1,PMC3709581,open
22460129,Psychiatry research,2012,4,NA,closed
22462525,BMC infectious diseases,2012,3,PMC3347992,open
22466156,BMJ open,2012,1,PMC3323808,open
22471588,Rural and remote health,2012,1,NA,closed
22474953,Natural product communications,2012,2,NA,closed
2247721,Statistics in medicine,1990,10,NA,closed
22477669,Journal of community health,2012,12,NA,closed
22479349,PloS one,2012,1,PMC3315550,open
22481043,Epilepsy & behavior : E&B,2012,1,PMC3359498,open
22481274,Journal of community health,2012,12,NA,closed
22492923,Health policy and planning,2013,3,PMC3584991,open
22496547,Science translational medicine,2012,4,PMC3491874,open
2250102,Journal of invertebrate pathology,1990,11,NA,closed
22504231,Statistical methods in medical research,2016,2,NA,closed
22511821,Bulletin of the World Health Organization,2012,4,PMC3324867,open
22511916,PloS one,2012,1,PMC3325227,open
22512792,Journal of occupational and environmental hygiene,2012,1,NA,closed
22512923,BMC palliative care,2012,7,PMC3393614,open
22515746,Influenza and other respiratory viruses,2013,3,PMC5780755,open
2251766,Veterinary immunology and immunopathology,1990,9,NA,closed
22518169,Journal of tropical medicine,2012,1,PMC3306957,open
22520132,Vaccine,2012,4,NA,closed
22520137,Vaccine,2012,4,NA,closed
22520138,Vaccine,2012,4,NA,closed
22520443,Advances in parasitology,2012,1,PMC3521063,open
22523268,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2012,7,PMC3381638,open
22528528,Tropical animal health and production,2012,10,NA,closed
22532179,Folia morphologica,2012,2,NA,closed
22532180,Folia morphologica,2012,2,NA,closed
22532181,Folia morphologica,2012,2,NA,closed
2253571,East African medical journal,1990,9,NA,closed
2253572,East African medical journal,1990,9,NA,closed
2253573,East African medical journal,1990,9,NA,closed
2253576,East African medical journal,1990,9,NA,closed
2253577,East African medical journal,1990,9,NA,closed
22535833,Radiation protection dosimetry,2012,12,NA,closed
22541138,Parasites & vectors,2012,4,PMC3464956,open
22543634,Archives of virology,2012,8,NA,closed
22544051,The Pediatric infectious disease journal,2012,7,PMC3756892,open
22544844,International journal of epidemiology,2012,6,PMC3396317,open
22552724,African journal of psychiatry,2012,3,NA,closed
22552725,African journal of psychiatry,2012,3,NA,closed
22553000,Environmental toxicology and chemistry,2012,7,NA,closed
22555617,European journal of nutrition,2013,3,NA,closed
22556507,Ancient science of life,1990,7,PMC3331262,open
22556515,Ancient science of life,1990,10,PMC3331269,open
22558362,PloS one,2012,1,PMC3338596,open
2255970,Social science & medicine (1982),1990,1,NA,closed
22564277,Epidemiology and infection,2013,3,PMC3566592,open
22566630,Proceedings of the National Academy of Sciences of the United States of America,2012,1,PMC3361387,open
22569943,Maternal and child health journal,2013,4,PMC3574621,open
22570573,HIV/AIDS (Auckland N.Z.),2012,1,PMC3345879,open
22571110,African journal of reproductive health,2011,12,NA,closed
22574226,PloS one,2012,1,PMC3344943,open
22574948,Tropical medicine & international health : TM & IH,2012,7,PMC3429867,open
22575004,Journal of environmental science and health. Part. B Pesticides food contaminants and agricultural wastes,2012,9,NA,closed
22575309,Acta tropica,2012,8,NA,closed
22581870,International journal of STD & AIDS,2012,3,NA,closed
22581984,Remote sensing of environment,2004,10,PMC3350067,open
2258468,Journal of comparative pathology,1990,10,NA,closed
22585240,Journal of vector borne diseases,2012,3,NA,closed
22590496,PloS one,2012,1,PMC3348932,open
22590963,Food and nutrition bulletin,2011,12,NA,closed
22592589,Journal of acquired immune deficiency syndromes (1999),2012,9,NA,closed
22592714,The Cochrane database of systematic reviews,2012,1,PMC6532681,open
22595429,Analytica chimica acta,2012,6,NA,closed
2260193,Tropical and geographical medicine,1990,1,NA,closed
22607143,Current pharmaceutical design,2012,1,NA,closed
22607971,Emerging infectious diseases,2012,6,PMC3358164,open
22608087,Parasites & vectors,2012,1,PMC3407500,open
2260900,Annals of tropical medicine and parasitology,1990,8,NA,closed
22609420,Journal of insect physiology,2012,8,NA,closed
2261113,AIDS (London England),1990,10,NA,closed
2261127,AIDS (London England),1990,10,NA,closed
22616040,Journal of clinical imaging science,2012,1,PMC3352615,open
22617949,Bulletin of environmental contamination and toxicology,2012,8,NA,closed
2261869,East African medical journal,1990,8,NA,closed
22619574,TheScientificWorldJournal,2012,1,PMC3349089,open
22621863,Ticks and tick-borne diseases,2012,6,NA,closed
2262266,International journal of epidemiology,1990,9,NA,closed
22624297,Food and nutrition bulletin,2012,3,NA,closed
22627605,AIDS reviews,NA,NA,NA,closed
22628169,Tobacco control,2013,11,NA,closed
2262864,Journal of pediatric surgery,1990,10,NA,closed
22639683,Asian journal of neurosurgery,2012,1,PMC3358949,open
22641431,Acta tropica,2012,9,NA,closed
22643201,The Journal of laryngology and otology,2012,6,NA,closed
22649458,Case reports in medicine,2012,1,PMC3357522,open
22652367,Journal of ethnopharmacology,2012,7,NA,closed
22655112,The Pan African medical journal,2012,1,PMC3361216,open
22658857,Ticks and tick-borne diseases,2012,6,NA,closed
22668445,Paediatrics and international child health,2012,1,PMC3381440,open
22675542,PloS one,2012,1,PMC3366921,open
22681745,Health care for women international,2012,1,NA,closed
22681850,Malaria journal,2012,6,PMC3422207,open
22691436,BMC public health,2012,6,PMC3413608,open
22692094,Journal of acquired immune deficiency syndromes (1999),2012,10,NA,closed
22692700,The Pediatric infectious disease journal,2012,9,PMC3691501,open
22694888,BMJ case reports,2011,1,PMC3109759,open
22694984,Public health nutrition,2012,9,NA,closed
22696373,The Cochrane database of systematic reviews,2012,6,NA,closed
22698788,International journal of hygiene and environmental health,2013,1,NA,closed
2270401,Reviews of infectious diseases,NA,NA,NA,closed
22706188,Journal of infection in developing countries,2012,6,NA,closed
22706889,Tropical animal health and production,2013,1,NA,closed
22707244,Anatomical record (Hoboken N.J. : 2007),2012,8,NA,closed
22708542,BMC public health,2012,6,PMC3444397,open
22709138,Journal of natural products,2012,7,NA,closed
22716184,Tropical medicine & international health : TM & IH,2012,8,PMC3440593,open
22718254,Journal of community health,2012,12,NA,closed
22719233,PLoS medicine,2012,1,PMC3373608,open
22719911,PloS one,2012,1,PMC3374819,open
22720750,Plant methods,2012,6,PMC3422161,open
22721431,BMC pediatrics,2012,6,PMC3444953,open
22724668,Journal of health communication,2012,1,NA,closed
22726531,BMC medical ethics,2012,6,PMC3407030,open
22726955,BMC infectious diseases,2012,6,PMC3482576,open
22727051,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2012,9,NA,closed
2272898,Journal of anatomy,1990,10,PMC1257209,open
22742914,Journal of clinical epidemiology,2012,9,PMC3413881,open
22748226,Spatial and spatio-temporal epidemiology,2011,12,NA,closed
22752531,Journal of community health,2012,12,NA,closed
22754068,African journal of traditional complementary and alternative medicines : AJTCAM,2011,1,PMC3252725,open
22762414,Journal of public health dentistry,2013,1,NA,closed
2276909,International nursing review,NA,NA,NA,closed
22770914,The Lancet. Neurology,2012,8,PMC3404220,open
22780841,Substance use & misuse,2012,9,PMC3749375,open
22783664,African journal of reproductive health,2012,3,NA,closed
22784532,Lancet (London England),2012,7,NA,closed
22789728,Ticks and tick-borne diseases,2012,6,NA,closed
22792158,PloS one,2012,1,PMC3391193,open
2279472,East African medical journal,1990,6,NA,closed
2279473,East African medical journal,1990,6,NA,closed
22795174,Epilepsy & behavior : E&B,2012,8,PMC3532597,open
22797882,Environmental monitoring and assessment,2013,3,NA,closed
22797974,Tropical animal health and production,2012,9,NA,closed
22801872,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,2012,11,NA,closed
22803812,Developmental medicine and child neurology,2012,12,NA,closed
22806160,World journal of microbiology & biotechnology,2012,7,NA,closed
2282181,AIDS (London England),1990,11,NA,closed
22822208,The Plant cell,2012,7,PMC3426138,open
22823923,BMC public health,2012,7,PMC3490771,open
22826733,The Pan African medical journal,2012,1,PMC3396875,open
22827925,BMC plant biology,2012,7,PMC3438136,open
2282888,East African medical journal,1990,10,NA,closed
2282890,East African medical journal,1990,10,NA,closed
2282891,East African medical journal,1990,10,NA,closed
22829650,The Journal of infectious diseases,2012,10,PMC3433858,open
22836154,Cardiovascular journal of Africa,2012,7,PMC3734739,open
22838398,AIDS research and therapy,2012,7,PMC3527298,open
22838634,BMC microbiology,2012,7,PMC3464591,open
22838649,BMC health services research,2012,7,PMC3520114,open
2284132,Parassitologia,1990,4,NA,closed
22841800,Virus research,2012,10,NA,closed
22841947,Journal of invertebrate pathology,2013,3,NA,closed
22842944,Journal of infection in developing countries,2012,7,NA,closed
22846194,Malaria journal,2012,7,PMC3473249,open
2284680,Tropical doctor,1990,10,NA,closed
22848229,Journal of tropical medicine,2012,1,PMC3400366,open
22848769,PLoS neglected tropical diseases,2012,1,PMC3404106,open
22855625,BMJ open,2012,1,PMC4400533,open
22856626,AIDS research and human retroviruses,2013,1,NA,closed
22859945,PloS one,2012,1,PMC3409218,open
22860504,Journal of the Royal Army Medical Corps,2012,6,NA,closed
22861380,Medical and veterinary entomology,2013,6,PMC4744475,open
22862788,Scandinavian journal of immunology,2012,11,NA,closed
22865349,Tropical animal health and production,2012,9,NA,closed
22869336,Tropical animal health and production,2012,9,NA,closed
22869344,Journal of cross-cultural gerontology,2012,12,NA,closed
22872520,Tropical animal health and production,2012,9,NA,closed
22874966,Nature,2012,8,NA,closed
22876078,Ethiopian journal of health sciences,2012,7,PMC3407837,open
22878888,Tropical animal health and production,2012,9,NA,closed
2288010,Tropical animal health and production,1990,11,NA,closed
22885257,The Indian journal of medical research,2012,7,PMC3461721,open
22885798,Aquatic toxicology (Amsterdam Netherlands),2012,11,NA,closed
22886442,Tropical animal health and production,2012,9,NA,closed
22886443,Tropical animal health and production,2012,9,NA,closed
22886444,Tropical animal health and production,2012,9,NA,closed
22886445,Tropical animal health and production,2012,9,NA,closed
22889547,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2012,10,NA,closed
22890480,Tropical animal health and production,2012,9,NA,closed
22891086,The Pan African medical journal,2012,1,PMC3415049,open
22891094,The Pan African medical journal,2012,1,PMC3415057,open
22891100,The Pan African medical journal,2012,1,PMC3415062,open
22895893,Tropical animal health and production,2012,9,NA,closed
22895969,The Cochrane database of systematic reviews,2012,8,NA,closed
22898476,Journal of vector borne diseases,2012,6,PMC3767305,open
22900472,AIDS research and human retroviruses,2013,1,PMC3537300,open
22905910,BMC public health,2012,8,PMC3575338,open
22907273,Maternal and child health journal,2013,9,NA,closed
22908691,Food and nutrition bulletin,2012,6,NA,closed
22910565,Journal of infection in developing countries,2012,8,NA,closed
22910571,Journal of infection in developing countries,2012,8,NA,closed
22912858,PloS one,2012,1,PMC3422303,open
22914561,The Pediatric infectious disease journal,2013,1,NA,closed
22915272,Parasitology research,2012,12,NA,closed
22916803,AIDS research and human retroviruses,2013,2,NA,closed
2291692,Annales de la Societe belge de medecine tropicale,1990,12,NA,closed
22921485,International journal of medical informatics,2012,10,NA,closed
22922461,Pediatric neurosurgery,2012,1,NA,closed
22925021,Vector borne and zoonotic diseases (Larchmont N.Y.),2012,9,PMC3438825,open
22925404,Transboundary and emerging diseases,2014,2,NA,closed
22932021,Journal of public health policy,2012,11,NA,closed
22933646,International journal of epidemiology,2012,8,NA,closed
22936783,Assessment,2013,12,NA,closed
22937071,PloS one,2012,1,PMC3427162,open
22937890,Parasites & vectors,2012,8,PMC3447651,open
22939153,Talanta,2012,8,NA,closed
22940413,Applied radiation and isotopes : including data instrumentation and methods for use in agriculture industry and medicine,2012,11,NA,closed
22943164,Tropical medicine & international health : TM & IH,2012,1,PMC4230408,open
22951448,Cold Spring Harbor perspectives in medicine,2012,9,PMC3426822,open
22951741,Proceedings. Biological sciences,2012,11,PMC3479794,open
22957502,Telemedicine journal and e-health : the official journal of the American Telemedicine Association,2013,1,NA,closed
22958352,Parasites & vectors,2012,9,PMC3465218,open
22958417,Journal of biosocial science,2013,11,PMC3785173,open
22964105,Preventive veterinary medicine,2013,2,NA,closed
22966119,The Journal of infectious diseases,2012,11,PMC3475639,open
22980152,Global journal of health science,2012,2,PMC4777054,open
22980380,Global journal of health science,2012,7,PMC4776911,open
22984308,Bulletin of the World Health Organization,2012,9,PMC3442396,open
22991678,Case reports in neurological medicine,2012,1,PMC3443571,open
22992297,Parasites & vectors,2012,9,PMC3480890,open
22992518,Parasites & vectors,2012,9,PMC3480916,open
22997571,Journal of nutrition and metabolism,2012,1,PMC3446729,open
22998600,BMC genomics,2012,9,PMC3575351,open
22999210,Burns : journal of the International Society for Burn Injuries,2013,1,NA,closed
23009185,BMC public health,2012,9,PMC3485189,open
23009244,Malaria journal,2012,9,PMC3507725,open
2302340,APMIS : acta pathologica microbiologica et immunologica Scandinavica,1990,1,NA,closed
23028649,PloS one,2012,1,PMC3444503,open
23028737,PloS one,2012,1,PMC3446983,open
23030439,Journal of environmental science and health. Part. B Pesticides food contaminants and agricultural wastes,2013,1,NA,closed
2303113,Experimental hematology,1990,3,NA,closed
23031387,Early human development,2012,12,PMC3507620,open
23036718,Parasitology,2012,10,NA,closed
23039260,Malaria journal,2012,10,PMC3478967,open
23039966,BMC women's health,2012,10,PMC3492047,open
23041700,Journal of ethnopharmacology,2012,12,NA,closed
23044218,Journal of ethnobiology and ethnomedicine,2012,10,PMC3539861,open
23045477,Infection and immunity,2012,12,PMC3497437,open
23046538,BMC research notes,2012,10,PMC3576333,open
23051556,Animal genetics,2013,6,NA,closed
23053065,International journal of biometeorology,2013,9,PMC3745618,open
2305486,Tropical doctor,1990,1,NA,closed
23057255,East African medical journal,2010,2,NA,closed
23057256,East African medical journal,2010,2,NA,closed
23057257,East African medical journal,2010,2,NA,closed
23057258,East African medical journal,2010,2,NA,closed
23057259,East African medical journal,2010,2,NA,closed
23057260,East African medical journal,2010,2,NA,closed
23057261,East African medical journal,2010,2,NA,closed
23057263,East African medical journal,2010,6,NA,closed
23057265,East African medical journal,2010,6,NA,closed
23057266,East African medical journal,2010,6,NA,closed
23057268,East African medical journal,2010,6,NA,closed
23057270,East African medical journal,2010,6,NA,closed
23057272,East African medical journal,2010,10,NA,closed
23057273,East African medical journal,2010,10,NA,closed
23057279,East African medical journal,2010,1,NA,closed
23057280,East African medical journal,2010,1,NA,closed
23057282,East African medical journal,2010,1,NA,closed
23057283,East African medical journal,2010,1,NA,closed
23057284,East African medical journal,2010,1,NA,closed
23057286,East African medical journal,2010,1,NA,closed
23057288,East African medical journal,2010,4,NA,closed
23057289,East African medical journal,2010,4,NA,closed
23057290,East African medical journal,2010,4,NA,closed
23057291,East African medical journal,2010,4,NA,closed
23057292,East African medical journal,2010,4,NA,closed
23057294,East African medical journal,2010,4,NA,closed
23057296,East African medical journal,2010,1,NA,closed
23057297,East African medical journal,2010,1,NA,closed
23057298,East African medical journal,2010,1,NA,closed
23057299,East African medical journal,2010,1,NA,closed
23057300,East African medical journal,2010,1,NA,closed
23057301,East African medical journal,2010,1,NA,closed
23057302,East African medical journal,2010,1,NA,closed
23057305,East African medical journal,2010,3,NA,closed
23057307,East African medical journal,2010,3,NA,closed
23057310,East African medical journal,2010,3,NA,closed
23059118,Chemistry and physics of lipids,2012,10,NA,closed
23059788,American journal of epidemiology,2012,11,PMC3481264,open
23063775,Journal of cranio-maxillo-facial surgery : official publication of the European Association for Cranio-Maxillo-Facial Surgery,2013,4,NA,closed
23069265,Parasites & vectors,2012,10,PMC3485118,open
23069316,Parasites & vectors,2012,10,PMC3523964,open
23071068,Journal of child neurology,2012,12,NA,closed
23072915,Marine environmental research,2012,12,NA,closed
23073636,Oecologia,2013,1,NA,closed
23074885,Natural product communications,2012,9,NA,closed
23075408,BMC genetics,2012,10,PMC3519672,open
23075916,Journal of acquired immune deficiency syndromes (1999),2013,2,NA,closed
23076382,The Pediatric infectious disease journal,2013,1,PMC3785148,open
23077473,PloS one,2012,1,PMC3471893,open
23077701,The Pan African medical journal,2012,1,PMC3473966,open
